[443.19, 169.25]
[425.75, 227.53]
[413.13, 269.48]
[420.18, 171.11]
[395.68, 212.31]
[387.14, 165.91]
[334.8, 207.12]
[361.66, 257.54]
[302.74, 257.01]
[245.92, 297.52]
[318.52, 289.11]
[345.88, 323.83]
[322.2, 361.71]
[311.68, 405.37]
[374.81, 358.55]
[372.71, 420.1]
[397.96, 484.81]
[410.59, 426.94]
[391.65, 378.02]
[328.39, 502.56]
[349.95, 569.71]
[264.32, 503.17]
[227.36, 444.03]
[197.79, 500.09]
[130.87, 541.71]
[101.91, 601.46]
[58.17, 582.98]
[92.67, 542.32]
[90.21, 495.5]
[185.7, 588.53]
[171.53, 655.06]
[213.48, 674.61]
[266.91, 677.23]
[222.91, 692.43]
[316.15, 598.66]
[354.92, 617.51]
[328.72, 667.8]
[441.35, 620.66]
[493.74, 524.27]
[489.02, 587.65]
[545.6, 521.13]
[542.46, 580.32]
[519.41, 675.66]
[475.93, 758.43]
[473.83, 678.28]
[427.73, 645.8]
[408.56, 778.43]
[384.06, 845.24]
[330.6, 748.58]
[320.8, 716.51]
[367.13, 763.28]
[334.61, 822.08]
[333.72, 785.55]
[382.72, 796.69]
[274.92, 785.55]
[274.45, 852.71]
[273.1, 905.47]
[250.55, 846.4]
[269.94, 820.69]
[239.28, 920.35]
[202.75, 833.32]
[142.78, 881.12]
[105.35, 950.56]
[114.37, 838.28]
[140.97, 780.11]
[74.68, 833.32]
[303.72, 959.26]
[97.93, 735.31]
[75.18, 695.35]
[107.92, 674.77]
[49.45, 724.36]
[34.01, 751.02]
[341.16, 963.37]
[56.93, 761.78]
[175.75, 730.91]
[480.16, 462.79]
[436.22, 478.77]
[101.29, 790.03]
[291.78, 657.92]
[381.81, 645.16]
[255.03, 716.74]
[138.72, 723.74]
[365.79, 719.63]
[441.08, 560.88]
[255.38, 611.23]
[217.67, 606.51]
[138.97, 387.85]
[306.17, 535.58]
[338.64, 474.91]
[261.36, 426.77]
[212.64, 881.67]
[244.75, 845.17]
[457.76, 165.96]
[117.94, 449.76]
