[507.39, 159.85]
[511.3, 218.55]
[426.0, 222.46]
[350.87, 129.33]
[309.39, 114.46]
[284.5, 102.68]
[278.11, 61.15]
[249.36, 165.76]
[317.64, 198.9]
[219.77, 300.49]
[184.25, 322.26]
[98.33, 314.24]
[89.16, 291.33]
[74.27, 315.38]
[92.03, 346.32]
[100.05, 372.09]
[276.48, 260.39]
[263.3, 227.74]
[357.91, 655.08]
[565.03, 662.47]
[565.03, 689.09]
[521.76, 752.32]
[239.6, 648.14]
[132.87, 553.93]
[141.37, 651.26]
[202.46, 799.49]
[250.59, 809.27]
[256.61, 844.61]
[264.13, 886.73]
[199.27, 854.14]
[183.92, 882.15]
[178.93, 911.32]
[169.72, 952.76]
[129.43, 915.15]
[127.13, 950.07]
[101.22, 770.67]
[387.04, 863.25]
[346.93, 841.23]
[339.86, 872.29]
[350.87, 930.49]
[405.92, 940.32]
[52.59, 1007.11]
[43.83, 974.87]
[235.29, 993.98]
[235.69, 1041.35]
[203.85, 1062.44]
[111.57, 1084.46]
[105.93, 1057.87]
[139.38, 1116.7]
[215.13, 1146.92]
[352.94, 1078.15]
[266.99, 1145.7]
[286.87, 1166.95]
[316.68, 1185.11]
[257.05, 1176.19]
[260.17, 1219.2]
[222.71, 1208.45]
[227.91, 1269.85]
[130.35, 1199.67]
[118.06, 1239.0]
[75.92, 1210.91]
[61.18, 1283.95]
[134.14, 1313.24]
[58.78, 1324.97]
[195.28, 1356.25]
[202.39, 1273.07]
[379.5, 1197.28]
[407.93, 1244.78]
[385.26, 1243.7]
[326.29, 1074.05]
[373.63, 1394.77]
[401.23, 1406.69]
[320.64, 1354.32]
[332.87, 1395.71]
[331.62, 1430.2]
[325.35, 1328.92]
[288.03, 1351.5]
[216.54, 1420.48]
[151.44, 1447.38]
[141.66, 1422.49]
[179.93, 1501.28]
[179.03, 1642.08]
[188.48, 1615.99]
[324.4, 1612.13]
[350.41, 1610.6]
[341.23, 1578.47]
[385.99, 1592.24]
[369.92, 1575.79]
[189.08, 751.01]
[159.53, 897.23]
[321.34, 1652.29]
[274.86, 1381.29]
[341.95, 1046.37]
[47.41, 1359.8]
[101.44, 1348.78]
[99.8, 1212.31]
[191.39, 471.6]
[296.72, 181.5]
[261.22, 194.08]
[66.51, 1035.37]
[370.61, 1449.1]
[374.4, 1481.05]
[389.56, 1520.03]
[321.34, 1509.2]
[322.96, 1452.35]
[332.17, 1479.42]
[111.63, 522.07]
[40.56, 1826.45]
[35.7, 1855.6]
[24.77, 1889.61]
[121.32, 1916.94]
[130.43, 1947.91]
[121.93, 1976.45]
[124.43, 1861.77]
[113.95, 1875.47]
