[313.21, 277.28]
[258.36, 88.74]
[228.82, 84.85]
[229.6, 147.81]
[245.14, 190.57]
[218.72, 187.46]
[250.59, 248.86]
[179.07, 122.16]
[132.43, 126.83]
[171.3, 198.34]
[107.56, 156.36]
[303.55, 227.65]
[181.96, 243.2]
[175.3, 285.95]
[341.86, 323.71]
[275.24, 282.07]
[297.45, 333.15]
[210.83, 303.72]
[206.39, 358.69]
[205.28, 412.54]
[182.52, 329.82]
[168.08, 510.82]
[156.98, 483.06]
[124.77, 370.35]
[69.25, 326.48]
[47.6, 345.36]
[24.28, 412.54]
[224.16, 471.4]
[254.14, 495.83]
[314.1, 443.64]
[339.64, 485.28]
[294.67, 470.84]
[281.9, 511.93]
[254.69, 537.47]
[326.32, 603.54]
[259.14, 596.32]
[309.66, 703.48]
[379.62, 601.32]
[107.01, 524.7]
[207.5, 594.1]
[227.7, 628.92]
[180.77, 614.38]
[152.25, 618.63]
[152.25, 569.06]
[108.21, 550.51]
[122.04, 548.82]
[129.46, 606.83]
[55.26, 602.65]
[27.61, 584.9]
[22.15, 616.31]
[13.27, 651.81]
[30.68, 645.67]
[35.12, 692.78]
[574.77, 852.82]
[364.57, 655.54]
[365.73, 692.98]
[433.69, 635.38]
[499.35, 708.53]
[508.57, 731.57]
[369.18, 725.81]
[334.05, 715.44]
[325.41, 747.7]
[437.05, 770.01]
[185.16, 758.3]
[212.92, 777.73]
[207.37, 821.46]
[301.08, 791.62]
[292.75, 733.31]
[335.09, 874.91]
[346.89, 899.9]
[386.45, 844.37]
[391.31, 886.02]
[423.94, 872.83]
[466.97, 882.55]
[440.6, 863.81]
[460.03, 851.31]
[264.98, 898.51]
[140.73, 759.69]
[159.47, 797.17]
[187.24, 880.46]
[196.26, 938.08]
[110.19, 766.63]
[137.26, 806.19]
[141.43, 883.24]
[143.51, 927.67]
[78.95, 872.83]
[80.34, 814.52]
[76.87, 779.82]
[360.51, 961.9]
[327.89, 934.65]
[302.43, 961.18]
[320.0, 995.24]
[386.68, 1058.34]
[373.42, 1078.05]
[357.29, 1042.92]
[217.59, 1022.72]
[226.55, 1062.16]
[226.55, 1107.57]
[253.44, 998.82]
[184.13, 1031.69]
[179.94, 1066.34]
[197.27, 1108.17]
[251.05, 1068.73]
[303.03, 1099.8]
[395.4, 1121.45]
[301.2, 1030.83]
[259.77, 971.69]
[245.54, 947.02]
[240.48, 924.25]
[241.55, 1105.76]
[298.73, 1253.5]
[276.32, 1189.47]
[262.24, 1224.36]
[395.1, 1212.84]
[405.98, 1250.3]
[238.5, 1017.56]
[313.36, 973.55]
[164.54, 906.85]
[232.6, 876.0]
[105.11, 832.44]
[120.53, 850.59]
[182.69, 790.7]
[103.29, 778.9]
[152.29, 674.09]
[221.58, 683.3]
[289.64, 572.13]
[215.43, 477.5]
[264.9, 614.16]
[281.65, 595.79]
[392.38, 1132.15]
[397.51, 1005.22]
[402.2, 1028.64]
[366.99, 1104.61]
[246.86, 666.12]
[153.2, 943.15]
[151.84, 857.56]
[241.38, 851.31]
[439.21, 820.08]
[414.91, 833.26]
[199.28, 671.88]
[314.1, 518.04]
[47.04, 388.67]
[159.2, 414.76]
[477.31, 602.24]
[325.21, 680.6]
[323.27, 775.67]
[358.01, 751.43]
[437.3, 788.28]
[347.71, 852.02]
[364.75, 798.47]
[258.34, 842.21]
[255.56, 915.24]
[56.44, 861.9]
[64.32, 810.16]
[143.62, 531.64]
[188.93, 1084.25]
[297.41, 767.72]
[375.55, 1016.22]
[419.85, 1019.62]
[375.41, 882.05]
[239.37, 296.09]
[309.24, 317.83]
[369.51, 844.3]
[461.98, 631.26]
