[84.76, 59.71]
[70.68, 99.2]
[120.82, 39.79]
[145.89, 45.97]
[114.29, 187.45]
[77.55, 189.16]
[121.5, 246.51]
[121.85, 224.53]
[172.33, 237.24]
[177.48, 218.35]
[196.71, 238.27]
[30.51, 288.4]
[148.98, 519.51]
[119.44, 569.98]
[117.73, 598.14]
[87.85, 581.32]
[181.6, 589.9]
[156.19, 575.48]
[104.34, 532.9]
[166.49, 625.61]
[201.51, 648.96]
[196.02, 676.43]
[175.76, 687.42]
[235.17, 667.85]
[150.01, 628.7]
[127.34, 690.17]
[93.35, 643.81]
[80.98, 671.63]
[64.85, 691.54]
[153.44, 797.65]
[165.8, 818.6]
[196.71, 837.48]
[208.04, 761.94]
[197.05, 942.56]
[210.79, 881.1]
[204.95, 901.01]
[176.79, 858.43]
[204.95, 959.04]
[216.97, 1022.23]
[242.03, 1022.92]
[256.8, 1041.8]
[221.43, 1094.0]
[224.52, 1153.06]
[197.74, 1058.97]
[178.85, 1026.69]
[148.29, 1081.98]
[143.83, 1156.84]
[130.43, 1127.31]
[94.38, 970.38]
[186.23, 1209.97]
[238.02, 1324.68]
[245.32, 1247.51]
[355.87, 1173.12]
[333.62, 1162.34]
[291.21, 1030.94]
[370.47, 1288.18]
[382.28, 1242.3]
[273.48, 1294.44]
[274.87, 1317.38]
[241.85, 1378.91]
[336.75, 1357.7]
[305.11, 1393.16]
[328.75, 1425.84]
[331.18, 1447.04]
[330.84, 1485.28]
[407.31, 1470.68]
[429.56, 1417.49]
[253.32, 1398.38]
[367.34, 1245.77]
[232.81, 1300.7]
[127.34, 1092.62]
[237.91, 1055.54]
[148.63, 662.36]
[174.04, 645.87]
[145.94, 217.33]
[66.83, 359.19]
[75.33, 427.18]
[228.96, 780.85]
[257.73, 787.39]
[238.11, 809.61]
[276.03, 1017.5]
[230.92, 1185.51]
[250.53, 1188.13]
[264.92, 1178.32]
[292.37, 1201.2]
[357.75, 1235.85]
[204.12, 1305.15]
[225.04, 1268.54]
[217.19, 1289.46]
[241.38, 1350.91]
[325.71, 1231.93]
[193.01, 1254.81]
[391.74, 1458.12]
[275.38, 1352.22]
[261.65, 1371.17]
[376.71, 1448.97]
[252.98, 1221.49]
[104.39, 570.64]
[134.2, 517.99]
[212.24, 737.67]
