[412.52, 212.59]
[452.07, 273.44]
[395.78, 137.28]
[374.49, 216.39]
[385.9, 288.65]
[411.0, 340.37]
[297.66, 144.13]
[301.47, 237.69]
[415.91, 386.51]
[419.58, 477.26]
[463.58, 517.59]
[271.63, 299.14]
[235.84, 395.91]
[204.61, 355.05]
[398.49, 541.78]
[442.84, 587.16]
[302.87, 559.65]
[336.26, 603.36]
[290.37, 443.09]
[272.14, 520.16]
[324.34, 430.66]
[206.68, 482.87]
[161.93, 525.13]
[189.69, 626.72]
[211.21, 697.13]
[544.12, 687.78]
[570.83, 757.71]
[512.69, 706.64]
[522.9, 757.71]
[406.07, 632.45]
[410.05, 709.6]
[449.02, 665.06]
[334.49, 745.39]
[321.76, 793.11]
[378.38, 697.62]
[292.49, 684.77]
[266.79, 632.01]
[203.19, 773.73]
[251.11, 805.36]
[204.14, 884.92]
[148.55, 893.55]
[248.24, 1054.58]
[296.16, 1077.59]
[305.75, 1142.77]
[332.59, 1030.62]
[392.98, 1104.43]
[373.71, 1014.84]
[372.85, 860.0]
[372.85, 779.48]
[415.98, 1040.21]
[344.09, 916.55]
[539.63, 873.42]
[527.17, 949.14]
[521.42, 1018.16]
[531.87, 1117.22]
[520.85, 1065.38]
[509.79, 1161.45]
[464.96, 1208.02]
[446.25, 1270.17]
[452.73, 1165.26]
[480.43, 1056.82]
[452.5, 998.52]
[422.67, 854.73]
[389.46, 1291.16]
[344.23, 1272.97]
[322.91, 1301.04]
[281.32, 1255.29]
[230.04, 452.39]
[396.22, 771.22]
[318.4, 865.17]
[308.2, 911.61]
[469.04, 744.13]
[309.92, 1225.65]
[353.07, 1215.26]
[528.42, 1219.67]
[392.98, 942.43]
[289.45, 1014.32]
[229.07, 945.31]
[422.77, 746.98]
[311.91, 500.27]
[369.97, 479.01]
[214.67, 315.19]
[330.0, 188.27]
