[438.45, 92.37]
[444.11, 149.54]
[462.66, 80.52]
[401.88, 173.24]
[307.11, 101.64]
[291.65, 144.39]
[285.99, 198.47]
[304.51, 237.03]
[287.95, 292.83]
[322.29, 312.45]
[285.5, 359.05]
[386.06, 260.95]
[398.32, 297.74]
[428.98, 352.92]
[428.37, 299.58]
[462.09, 306.32]
[391.73, 353.7]
[408.93, 395.94]
[369.31, 344.32]
[354.71, 394.37]
[345.84, 444.95]
[319.25, 358.92]
[277.54, 408.97]
[329.98, 517.29]
[334.73, 576.94]
[275.08, 522.57]
[266.64, 545.27]
[239.72, 589.6]
[312.56, 581.69]
[307.28, 656.11]
[290.39, 631.83]
[293.56, 572.19]
[486.49, 564.87]
[501.57, 611.37]
[432.45, 586.86]
[451.93, 691.17]
[398.52, 585.61]
[464.36, 754.85]
[454.18, 795.56]
[433.82, 814.01]
[474.53, 925.33]
[457.36, 970.49]
[449.73, 909.42]
[398.84, 894.79]
[413.1, 821.73]
[334.13, 843.95]
[345.49, 870.46]
[368.21, 909.94]
[292.48, 767.69]
[320.07, 791.48]
[355.77, 794.19]
[295.32, 925.72]
[307.91, 984.31]
[238.37, 943.24]
[269.03, 812.38]
[242.53, 778.45]
[219.24, 816.69]
[189.31, 826.12]
[218.14, 763.48]
[248.62, 815.59]
[278.68, 1021.01]
[310.67, 1028.3]
[283.52, 1088.9]
[194.01, 1060.18]
[177.97, 1111.61]
[111.53, 1146.09]
[61.3, 1175.55]
[26.04, 1200.67]
[391.17, 1165.33]
[354.99, 1207.87]
[384.32, 1128.66]
[434.2, 1119.86]
[434.69, 1154.58]
[441.04, 1199.56]
[288.0, 1168.76]
[256.22, 1246.99]
[201.45, 1215.7]
[214.17, 1257.26]
[231.77, 1288.55]
[225.9, 1219.61]
[245.95, 1257.75]
[254.97, 1350.86]
[295.07, 1376.1]
[358.42, 1358.78]
[369.31, 1391.45]
[388.62, 1416.2]
[336.15, 1430.05]
[357.43, 1462.23]
[302.99, 1415.21]
[288.63, 1437.97]
[262.89, 1451.34]
[228.74, 1415.21]
[240.62, 1435.99]
[189.63, 1310.76]
[199.04, 1343.93]
[227.75, 1368.68]
[146.57, 1310.76]
[113.9, 1346.4]
[110.22, 1439.78]
[138.43, 1496.6]
[133.8, 1463.77]
[193.58, 1516.45]
[190.59, 1556.93]
[120.29, 1550.54]
[122.42, 1523.27]
[253.65, 1523.27]
[221.05, 1616.98]
[168.85, 1383.41]
[184.51, 1358.35]
[312.39, 1345.91]
[326.32, 931.31]
[307.73, 1168.76]
[304.75, 1142.95]
[265.54, 1145.93]
