[380.2, 80.74]
[410.61, 133.37]
[360.32, 104.14]
[283.13, 100.04]
[262.08, 136.88]
[232.25, 140.98]
[217.63, 180.16]
[243.36, 194.78]
[318.8, 195.36]
[342.78, 242.73]
[279.62, 250.91]
[408.86, 219.34]
[469.09, 252.67]
[448.04, 205.3]
[490.14, 246.82]
[476.11, 288.34]
[483.71, 319.92]
[500.67, 398.86]
[445.11, 357.34]
[341.61, 295.94]
[249.21, 275.48]
[209.45, 312.32]
[210.03, 393.02]
[295.41, 326.35]
[280.79, 362.02]
[264.42, 401.79]
[318.22, 387.17]
[321.83, 444.18]
[282.87, 451.64]
[260.5, 516.28]
[232.32, 435.89]
[291.99, 405.23]
[338.4, 417.66]
[364.92, 396.94]
[368.24, 461.58]
[309.39, 491.42]
[400.56, 445.01]
[335.09, 535.34]
[424.59, 489.76]
[431.22, 457.44]
[406.12, 527.94]
[522.4, 437.03]
[467.01, 386.29]
[392.01, 314.54]
[399.05, 280.82]
[215.32, 471.6]
[253.58, 480.16]
[177.57, 551.13]
[208.27, 557.17]
[226.63, 604.89]
[209.81, 658.39]
[128.28, 686.42]
[66.62, 636.99]
[55.92, 683.87]
[52.86, 717.5]
[32.48, 747.06]
[266.89, 629.86]
[273.51, 698.14]
[285.23, 607.44]
[295.42, 562.59]
[236.82, 652.28]
[228.67, 705.27]
[234.14, 841.25]
[218.15, 913.99]
[241.88, 799.47]
[308.94, 691.14]
[304.3, 773.68]
[355.36, 709.2]
[389.41, 755.62]
[368.78, 773.16]
[355.36, 826.81]
[390.96, 867.05]
[412.11, 830.42]
[452.34, 869.63]
[501.87, 844.35]
[480.2, 782.45]
[512.7, 734.47]
[519.92, 778.84]
[530.24, 731.89]
[550.87, 766.46]
[533.85, 663.8]
[512.7, 594.68]
[556.03, 611.7]
[579.24, 667.41]
[449.25, 695.78]
[458.53, 752.01]
[424.49, 763.36]
[425.52, 663.8]
[385.8, 609.12]
[352.91, 585.8]
[352.39, 651.07]
[430.2, 598.33]
[443.77, 537.75]
[473.02, 577.44]
[466.05, 434.36]
[206.48, 526.49]
[160.61, 718.6]
[207.54, 694.48]
[426.04, 706.62]
[555.51, 704.55]
[123.19, 748.59]
[195.55, 623.74]
[241.61, 333.37]
[416.46, 271.38]
[386.63, 153.26]
[243.54, 753.87]
[476.28, 612.93]
[282.82, 184.85]
[268.93, 755.94]
