[253.76, 71.95]
[274.04, 127.7]
[231.47, 94.25]
[308.5, 120.6]
[200.04, 220.95]
[306.55, 200.18]
[315.35, 236.9]
[338.62, 188.29]
[337.58, 236.9]
[292.07, 267.93]
[324.65, 335.15]
[491.0, 227.42]
[535.82, 266.2]
[463.42, 292.92]
[406.53, 285.16]
[404.81, 354.98]
[410.84, 438.58]
[349.65, 386.01]
[246.22, 329.98]
[206.57, 393.76]
[194.51, 272.24]
[166.93, 338.6]
[290.18, 417.03]
[316.9, 471.33]
[368.7, 497.49]
[358.44, 537.07]
[370.9, 609.62]
[163.08, 454.46]
[180.14, 503.42]
[101.5, 451.49]
[77.02, 504.17]
[94.08, 586.52]
[35.47, 523.46]
[62.92, 615.46]
[171.98, 596.91]
[169.76, 688.91]
[275.81, 636.49]
[236.0, 699.58]
[209.71, 667.29]
[220.98, 739.39]
[263.04, 768.68]
[275.06, 829.51]
[322.37, 762.67]
[328.38, 719.86]
[603.05, 511.32]
[627.2, 571.22]
[563.18, 491.05]
[563.18, 553.55]
[525.46, 583.72]
[568.56, 632.21]
[676.32, 721.65]
[603.04, 719.49]
[638.6, 771.21]
[572.87, 775.52]
[547.01, 703.33]
[502.83, 703.33]
[481.28, 658.07]
[485.59, 605.27]
[446.8, 675.31]
[387.54, 669.92]
[422.85, 722.58]
[461.33, 780.3]
[490.65, 772.97]
[533.72, 803.21]
[626.26, 855.43]
[676.65, 827.95]
[529.08, 853.22]
[586.96, 914.44]
[426.36, 795.66]
[431.0, 849.33]
[389.92, 806.92]
[378.0, 858.6]
[351.5, 761.21]
[335.6, 814.87]
[250.79, 889.08]
[282.34, 918.51]
[277.61, 1029.72]
[412.48, 949.27]
[345.44, 931.92]
[459.43, 1035.66]
[446.02, 964.57]
[515.1, 1034.99]
[521.13, 963.22]
[595.58, 996.76]
[577.47, 963.89]
[475.64, 1094.75]
[432.3, 1143.8]
[426.03, 1071.37]
[293.71, 978.98]
[558.34, 1082.2]
[622.21, 1146.08]
[424.34, 640.63]
[181.58, 562.42]
[290.86, 738.37]
[448.74, 419.59]
[362.05, 453.69]
[497.98, 642.77]
[481.22, 830.13]
[461.5, 876.47]
[647.22, 1081.59]
[675.17, 1103.55]
[250.64, 383.47]
[614.8, 1090.19]
[383.3, 1006.85]
[283.32, 313.68]
[199.22, 648.65]
[543.54, 1029.9]
[503.95, 985.7]
