[334.23, 151.69]
[444.25, 102.69]
[421.8, 154.22]
[588.23, 289.83]
[524.16, 281.76]
[469.95, 243.68]
[460.09, 204.25]
[432.32, 241.89]
[400.51, 275.04]
[392.89, 212.32]
[405.43, 329.25]
[362.42, 311.33]
[328.82, 250.4]
[320.76, 306.4]
[344.95, 365.99]
[240.56, 371.81]
[316.28, 384.36]
[387.06, 362.41]
[260.72, 236.06]
[277.3, 244.58]
[289.14, 248.74]
[278.9, 298.34]
[453.2, 348.71]
[506.53, 341.09]
[531.93, 450.3]
[468.85, 382.66]
[530.4, 418.94]
[473.06, 314.63]
[437.08, 325.69]
[240.71, 410.3]
[204.46, 420.34]
[335.25, 454.08]
[293.53, 479.2]
[285.78, 531.21]
[330.05, 538.95]
[333.92, 603.69]
[368.78, 548.91]
[408.06, 579.34]
[459.52, 559.42]
[503.79, 548.36]
[494.38, 487.49]
[538.09, 574.92]
[534.77, 621.95]
[505.45, 595.94]
[518.17, 652.38]
[470.59, 602.03]
[506.59, 685.22]
[160.23, 430.57]
[159.83, 482.81]
[116.9, 370.63]
[144.84, 389.66]
[81.1, 561.2]
[46.66, 589.33]
[46.08, 615.73]
[93.15, 586.46]
[115.53, 541.11]
[155.14, 556.61]
[84.54, 657.06]
[125.29, 609.41]
[218.85, 567.51]
[253.87, 562.92]
[282.88, 589.58]
[256.24, 651.54]
[182.5, 684.38]
[168.25, 739.52]
[136.03, 733.33]
[129.22, 670.13]
[127.17, 803.49]
[181.38, 790.05]
[158.08, 806.63]
[202.88, 762.27]
[157.19, 842.47]
[257.54, 742.11]
[239.62, 789.15]
[206.92, 849.19]
[294.28, 764.06]
[304.59, 828.58]
[329.23, 803.49]
[338.63, 717.92]
[337.74, 766.3]
[370.36, 656.5]
[393.49, 681.9]
[404.83, 752.2]
[378.53, 804.81]
[283.42, 889.75]
[239.34, 943.01]
[291.68, 942.09]
[248.52, 890.67]
[102.55, 786.51]
[196.7, 585.8]
[318.77, 971.48]
[408.3, 840.17]
[321.98, 892.97]
[390.85, 900.77]
[299.21, 710.3]
[259.78, 784.23]
[87.29, 821.41]
[101.76, 515.85]
[105.96, 436.64]
[386.49, 619.18]
[445.69, 663.44]
[344.43, 492.47]
[400.87, 455.96]
[481.13, 412.84]
[288.5, 341.8]
[254.29, 480.77]
[373.99, 828.91]
[435.58, 423.72]
[305.76, 630.96]
[132.03, 466.62]
[449.29, 293.14]
[464.77, 508.88]
