[661.06, 170.32]
[457.19, 99.99]
[485.61, 149.53]
[377.6, 82.12]
[397.9, 30.96]
[430.39, 162.52]
[478.3, 208.0]
[410.9, 181.2]
[450.69, 240.49]
[362.5, 185.66]
[561.39, 307.06]
[357.94, 244.5]
[403.94, 342.7]
[339.71, 293.8]
[341.78, 343.11]
[312.37, 286.35]
[253.11, 87.87]
[283.36, 146.3]
[224.94, 167.43]
[260.57, 225.44]
[212.92, 225.02]
[235.71, 276.4]
[166.1, 229.58]
[136.27, 90.77]
[121.35, 150.03]
[100.99, 116.23]
[98.05, 164.38]
[327.07, 369.32]
[287.73, 344.66]
[93.36, 307.67]
[115.67, 344.66]
[134.46, 322.93]
[34.4, 297.24]
[47.6, 338.26]
[34.76, 394.26]
[552.39, 388.96]
[563.48, 422.22]
[563.48, 496.42]
[483.31, 561.24]
[359.65, 429.9]
[311.04, 437.57]
[234.28, 426.49]
[318.71, 464.87]
[351.97, 469.13]
[401.44, 453.78]
[445.79, 525.42]
[392.06, 575.74]
[388.65, 668.7]
[334.92, 556.12]
[357.09, 600.47]
[339.18, 621.79]
[346.86, 662.73]
[303.36, 547.59]
[142.17, 554.42]
[143.87, 635.44]
[147.69, 592.16]
[286.19, 806.8]
[325.83, 806.07]
[336.84, 852.32]
[260.49, 741.46]
[245.08, 773.03]
[259.76, 866.27]
[247.28, 938.95]
[287.66, 855.25]
[293.53, 892.7]
[294.26, 941.88]
[300.87, 974.92]
[239.94, 988.87]
[430.08, 853.05]
[459.45, 814.88]
[463.85, 908.11]
[485.14, 767.89]
[535.8, 822.22]
[463.85, 771.56]
[382.36, 961.71]
[416.87, 951.43]
[487.15, 909.09]
[492.79, 990.06]
[468.37, 965.11]
[506.06, 1084.55]
[515.09, 1125.95]
[548.53, 1130.2]
[560.94, 1167.95]
[569.37, 1106.86]
[537.77, 1252.21]
[517.76, 1289.08]
[551.47, 1289.39]
[490.82, 1327.78]
[467.79, 1309.74]
[490.05, 1221.84]
[545.71, 1204.95]
[483.14, 1274.42]
[486.98, 1245.25]
[431.86, 1073.44]
[443.93, 1119.79]
[441.32, 1168.42]
[456.66, 1055.16]
[468.09, 1124.68]
[411.95, 1101.51]
[415.86, 1163.2]
[386.16, 1177.56]
[362.66, 1181.15]
[432.15, 813.91]
[551.09, 678.58]
[556.24, 715.57]
[522.53, 717.91]
[565.72, 534.98]
[345.65, 1156.75]
[510.2, 1018.83]
[558.59, 753.03]
[416.52, 1134.48]
[406.72, 1058.1]
[464.5, 1084.21]
[525.13, 1217.45]
[495.42, 729.72]
[514.51, 758.35]
[491.01, 803.86]
[471.19, 859.66]
[402.29, 622.64]
[421.05, 558.68]
[462.84, 510.92]
[296.54, 377.55]
[384.88, 292.56]
[415.94, 117.1]
[439.08, 146.15]
[502.68, 598.3]
[291.54, 311.39]
[300.44, 263.32]
[98.64, 243.67]
[138.77, 288.91]
[25.3, 249.14]
[264.58, 437.53]
[427.67, 602.75]
[431.23, 903.95]
[466.7, 1022.64]
[481.64, 1041.32]
[473.88, 1050.23]
[483.08, 1080.41]
[356.03, 924.73]
[322.15, 757.34]
[296.8, 775.51]
[466.02, 1148.52]
[234.1, 936.21]
[321.23, 238.56]
[255.48, 391.64]
[227.09, 397.32]
[162.63, 265.96]
[216.18, 463.29]
[180.0, 294.75]
[309.94, 338.68]
[287.98, 255.61]
