[175.63, 50.06]
[133.89, 120.98]
[70.52, 74.71]
[106.22, 103.37]
[65.99, 52.58]
[34.81, 70.18]
[14.69, 65.65]
[32.8, 20.39]
[65.49, 22.9]
[111.95, 56.68]
[86.41, 130.71]
[100.26, 205.61]
[183.91, 402.99]
[200.92, 427.39]
[151.37, 459.93]
[103.31, 513.16]
[182.43, 439.22]
[172.82, 516.12]
[151.37, 548.66]
[162.47, 561.23]
[154.33, 584.89]
[148.42, 630.73]
[324.4, 394.86]
[355.46, 425.17]
[382.82, 437.0]
[322.18, 450.31]
[285.21, 448.09]
[282.25, 475.45]
[261.55, 417.78]
[259.33, 454.75]
[254.15, 482.85]
[341.99, 567.52]
[350.09, 590.41]
[368.04, 608.74]
[254.61, 528.93]
[260.72, 577.81]
[293.18, 620.2]
[210.31, 540.0]
[181.67, 583.16]
[220.41, 605.1]
[237.03, 645.7]
[197.98, 629.07]
[288.83, 690.93]
[199.14, 685.9]
[158.1, 790.82]
[151.37, 829.56]
[85.67, 790.82]
[99.15, 829.56]
[209.76, 790.82]
[200.78, 829.0]
[337.03, 751.17]
[306.09, 771.51]
[262.84, 756.04]
[253.67, 729.97]
[208.81, 876.22]
[228.53, 911.56]
[261.41, 927.18]
[311.96, 961.7]
[187.43, 920.6]
[216.2, 976.5]
[128.66, 997.87]
[129.48, 939.92]
[34.96, 963.35]
[44.41, 1001.57]
[61.26, 1037.32]
[101.13, 996.64]
[106.88, 1037.74]
[104.83, 1077.6]
[337.78, 980.04]
[361.26, 989.83]
[299.62, 980.04]
[293.74, 1023.59]
[282.0, 1071.53]
[306.43, 1088.44]
[221.24, 1085.57]
[181.61, 1108.35]
[209.35, 1145.5]
[129.25, 1102.34]
[59.67, 1156.58]
[242.46, 1137.71]
[247.23, 1089.72]
[257.76, 1065.96]
[144.08, 1200.58]
[121.24, 1251.84]
[56.27, 1189.92]
[168.95, 1216.82]
[155.25, 1264.02]
[213.11, 1252.86]
[240.52, 1233.57]
[265.39, 1256.92]
[276.56, 1208.7]
[279.6, 1236.11]
[301.93, 1279.76]
[227.28, 1170.18]
[129.2, 1288.2]
[216.67, 1346.31]
[246.03, 1363.44]
[244.5, 1388.62]
[242.29, 1407.2]
[217.96, 1366.06]
[212.21, 1392.16]
[212.65, 1411.62]
[155.15, 1398.79]
[133.04, 1413.83]
[223.55, 1442.67]
[202.51, 1473.56]
[213.7, 1495.06]
[237.43, 1517.89]
[215.2, 1573.41]
[176.39, 1568.19]
[188.62, 1220.52]
[226.82, 1211.45]
[134.23, 1162.89]
[148.46, 963.07]
[212.26, 1173.28]
[227.83, 1274.68]
[315.53, 422.21]
[342.89, 473.97]
[196.48, 473.24]
[241.46, 790.95]
[47.86, 756.67]
[171.72, 993.92]
[320.89, 1113.64]
[212.88, 1301.77]
[256.52, 1280.3]
