[147.04, 64.71]
[120.82, 92.5]
[149.66, 119.23]
[111.91, 167.47]
[197.37, 73.1]
[262.91, 148.07]
[159.1, 201.55]
[160.14, 286.48]
[199.99, 203.12]
[329.16, 318.86]
[271.84, 345.93]
[254.33, 365.57]
[253.26, 415.99]
[188.51, 351.77]
[212.4, 418.11]
[152.42, 395.82]
[177.9, 457.39]
[104.12, 373.53]
[124.29, 446.77]
[143.93, 499.85]
[100.41, 464.82]
[320.34, 503.5]
[271.99, 596.45]
[341.83, 522.3]
[333.77, 567.97]
[302.61, 612.03]
[175.81, 602.89]
[107.04, 555.61]
[79.64, 542.72]
[62.45, 587.31]
[53.85, 543.79]
[30.21, 575.49]
[332.16, 620.09]
[374.07, 652.32]
[381.59, 616.86]
[397.17, 558.3]
[450.36, 458.9]
[485.29, 483.08]
[431.02, 579.79]
[453.05, 600.21]
[383.2, 598.06]
[280.05, 454.07]
[349.89, 398.19]
[347.21, 343.92]
[315.16, 388.16]
[278.16, 393.11]
[112.55, 782.34]
[177.2, 777.32]
[158.81, 819.68]
[390.12, 695.95]
[399.59, 755.03]
[323.79, 693.16]
[328.81, 743.88]
[323.23, 770.64]
[447.52, 847.5]
[346.52, 855.4]
[376.99, 833.96]
[434.54, 885.31]
[417.05, 910.13]
[124.78, 882.48]
[101.08, 921.98]
[103.34, 959.22]
[211.9, 875.25]
[176.05, 889.13]
[137.89, 1025.01]
[110.72, 1036.57]
[174.32, 1067.22]
[261.05, 992.05]
[273.19, 1038.88]
[332.73, 1015.61]
[360.6, 1105.45]
[347.9, 1143.54]
[321.09, 1092.05]
[364.83, 1146.36]
[321.09, 1170.35]
[349.31, 1187.98]
[280.7, 915.63]
[190.73, 807.66]
[352.82, 456.12]
[343.18, 973.11]
[171.43, 1029.63]
[377.56, 919.16]
[247.27, 501.88]
[105.43, 600.21]
[290.25, 560.45]
[222.01, 123.95]
[365.93, 522.9]
[93.42, 800.8]
[371.63, 778.9]
[363.49, 725.19]
[359.02, 778.09]
[272.62, 683.96]
[220.4, 733.47]
[157.33, 710.41]
[391.91, 999.76]
