[214.45, 108.06]
[214.01, 161.64]
[308.98, 125.49]
[251.91, 180.38]
[316.38, 77.57]
[268.9, 135.94]
[347.75, 158.6]
[328.58, 127.67]
[387.83, 91.07]
[370.4, 158.16]
[437.49, 149.01]
[420.5, 229.17]
[206.26, 293.82]
[229.41, 364.22]
[141.21, 374.2]
[183.73, 446.65]
[284.53, 350.57]
[298.7, 389.95]
[334.93, 417.77]
[353.3, 489.17]
[412.1, 466.07]
[353.46, 543.54]
[354.2, 577.76]
[457.62, 725.83]
[416.7, 687.07]
[378.74, 739.49]
[402.69, 660.41]
[372.87, 682.1]
[441.1, 521.22]
[224.34, 586.9]
[167.09, 593.67]
[153.54, 542.46]
[149.02, 501.78]
[102.32, 516.1]
[194.21, 650.92]
[198.73, 693.85]
[231.11, 716.44]
[119.64, 699.87]
[142.24, 666.73]
[65.41, 763.9]
[274.09, 814.82]
[240.69, 818.48]
[273.17, 783.72]
[265.39, 860.57]
[76.0, 923.25]
[316.17, 888.48]
[371.53, 951.61]
[406.3, 925.53]
[398.22, 885.53]
[485.75, 967.22]
[467.47, 1001.84]
[313.03, 931.04]
[317.72, 1065.59]
[283.03, 1077.31]
[254.43, 1019.18]
[248.8, 1076.84]
[150.35, 992.93]
[197.23, 979.8]
[213.64, 1017.3]
[229.58, 1125.6]
[168.64, 1128.41]
[199.11, 1086.69]
[82.4, 1173.92]
[56.09, 1128.07]
[26.19, 1170.33]
[275.35, 1176.31]
[260.6, 1231.32]
[165.31, 1347.35]
[389.31, 1164.34]
[392.17, 1129.07]
[353.1, 1402.17]
[325.65, 1495.96]
[284.28, 1520.97]
[234.69, 1563.52]
[178.78, 1554.73]
[357.58, 817.18]
[315.6, 969.91]
[247.61, 1345.34]
[440.44, 341.43]
[394.29, 271.75]
[393.39, 336.91]
[247.08, 1310.8]
[280.85, 925.03]
[201.99, 1516.75]
[249.11, 1461.19]
[230.47, 1517.81]
[236.8, 1426.38]
[261.07, 1411.25]
[274.43, 1481.59]
[193.9, 1311.13]
[115.49, 1142.43]
[353.69, 896.25]
[81.98, 734.52]
[488.13, 563.63]
[465.81, 681.18]
[473.25, 639.52]
[485.15, 527.91]
[408.52, 551.72]
[406.29, 608.27]
[352.78, 438.77]
[320.35, 244.56]
[491.07, 143.78]
[382.6, 212.61]
[426.16, 91.07]
[351.62, 199.39]
[401.29, 156.43]
[502.87, 175.67]
[507.79, 232.95]
[177.87, 86.16]
[355.31, 515.56]
[339.94, 656.68]
[327.37, 705.58]
[234.22, 854.62]
[163.9, 854.15]
[154.12, 822.95]
[180.2, 878.84]
[332.03, 779.64]
[329.23, 804.32]
[285.45, 975.71]
[198.36, 1142.44]
[301.75, 1314.3]
[298.03, 1338.98]
[91.24, 1402.32]
[57.71, 1432.13]
[345.07, 1444.24]
[261.63, 1253.73]
[105.46, 1354.42]
[116.2, 1304.3]
[308.61, 850.56]
[372.15, 871.59]
[71.45, 540.91]
[346.65, 88.52]
[394.02, 705.22]
[270.17, 1437.87]
[105.08, 1601.14]
[110.78, 1555.56]
[119.3, 1523.19]
[187.29, 1028.52]
[302.28, 1019.94]
[254.77, 891.97]
[450.0, 216.86]
