[616.14, 226.22]
[351.12, 71.94]
[304.74, 62.48]
[251.74, 110.75]
[274.46, 180.79]
[203.47, 301.94]
[247.95, 354.0]
[224.29, 416.47]
[195.9, 530.05]
[84.21, 424.04]
[50.14, 537.62]
[229.2, 621.15]
[157.33, 539.52]
[218.85, 576.89]
[264.26, 538.94]
[390.74, 541.24]
[217.12, 369.35]
[257.94, 430.87]
[260.29, 613.19]
[171.32, 593.34]
[151.75, 614.28]
[133.12, 702.15]
[50.48, 762.1]
[87.73, 638.14]
[46.99, 717.29]
[415.96, 651.52]
[471.25, 703.32]
[432.84, 794.69]
[343.8, 677.13]
[347.29, 627.08]
[321.1, 675.97]
[294.33, 732.42]
[538.35, 682.13]
[527.63, 783.58]
[568.87, 760.48]
[674.44, 588.93]
[661.25, 689.55]
[654.69, 885.23]
[631.31, 832.63]
[604.59, 936.16]
[580.38, 876.88]
[564.52, 856.01]
[549.49, 987.09]
[551.16, 1057.23]
[491.04, 952.86]
[501.06, 1030.51]
[487.7, 1070.59]
[505.24, 1110.66]
[515.25, 1154.08]
[703.12, 1103.99]
[652.18, 1046.37]
[761.56, 1055.56]
[710.63, 1013.81]
[433.43, 878.55]
[410.89, 1068.08]
[314.03, 880.22]
[363.3, 895.25]
[361.63, 1088.96]
[449.29, 1054.72]
[340.21, 995.15]
[299.97, 915.66]
[223.49, 980.05]
[230.54, 912.64]
[477.06, 863.33]
[115.83, 1087.72]
[239.59, 1113.88]
[737.83, 1238.74]
[692.41, 1190.86]
[624.9, 1350.44]
[552.47, 1206.82]
[651.91, 1275.56]
[548.79, 1260.83]
[248.05, 1254.7]
[227.18, 1309.93]
[323.28, 1099.57]
[338.93, 1148.43]
[468.58, 1197.28]
[386.53, 1123.37]
[373.38, 1338.19]
[388.41, 1274.31]
[436.01, 1145.29]
[300.1, 1272.43]
[285.07, 1330.05]
[171.2, 1334.25]
[170.57, 1275.29]
[143.94, 1270.85]
[262.5, 1371.02]
[278.35, 1428.72]
[293.14, 1504.8]
[335.41, 1496.34]
[322.73, 1579.82]
[409.37, 1560.8]
[483.34, 1451.96]
[539.34, 1401.24]
[252.99, 1507.97]
[198.04, 1598.84]
[229.74, 1553.4]
[252.99, 1581.93]
[363.33, 1420.26]
[681.84, 1510.83]
[649.39, 1505.55]
[708.26, 1562.16]
[622.97, 1444.41]
[621.46, 1536.5]
[616.18, 1477.62]
[634.29, 1582.54]
[525.61, 1474.61]
[492.81, 1508.25]
[641.71, 1433.8]
[633.82, 1178.48]
[184.01, 1059.59]
[156.94, 1015.19]
[321.63, 689.63]
[327.11, 623.86]
[564.8, 1335.1]
[430.74, 1494.2]
[344.07, 1643.23]
[302.65, 1632.67]
[275.84, 1544.95]
[646.23, 1773.19]
[621.86, 1767.51]
[565.0, 1682.22]
[582.06, 1734.2]
[346.1, 1375.62]
[251.25, 1465.99]
[483.67, 1145.42]
[596.47, 1298.02]
[584.32, 1238.51]
[348.87, 1285.45]
[636.48, 1677.35]
[604.81, 1698.47]
[342.45, 1692.78]
[399.86, 1492.12]
[230.16, 1424.91]
[671.39, 1106.49]
[683.91, 1047.21]
[581.21, 1012.98]
[539.18, 734.92]
[517.73, 583.16]
[582.07, 608.72]
[401.99, 709.72]
[106.93, 677.13]
[189.8, 693.95]
[150.47, 450.54]
[216.12, 173.51]
[553.4, 1548.99]
[553.4, 1599.99]
[320.42, 1370.01]
[225.12, 1350.43]
[472.46, 1122.4]
[451.57, 1005.17]
[526.28, 1011.83]
[519.35, 928.18]
[529.02, 881.31]
