[192.57, 465.65]
[514.68, 224.72]
[522.74, 261.3]
[393.17, 160.86]
[359.07, 116.22]
[295.45, 26.41]
[251.26, 185.1]
[258.62, 230.57]
[291.93, 217.44]
[447.56, 322.67]
[481.48, 617.82]
[222.39, 332.5]
[218.37, 628.66]
[204.07, 708.09]
[43.62, 653.28]
[68.25, 704.91]
[98.43, 741.45]
[179.45, 809.76]
[235.85, 760.51]
[239.02, 884.42]
[337.05, 749.47]
[339.92, 806.9]
[372.47, 853.8]
[540.94, 777.23]
[458.62, 750.42]
[493.08, 805.94]
[223.56, 578.72]
[445.26, 910.92]
[282.9, 749.55]
[281.9, 839.2]
[234.26, 824.85]
[182.63, 768.46]
[328.88, 315.69]
[209.05, 851.37]
[209.05, 796.86]
[495.72, 901.06]
[470.02, 843.22]
[430.32, 731.69]
[448.54, 641.21]
[73.23, 507.32]
[84.08, 451.56]
[557.11, 332.78]
[466.6, 165.8]
[471.01, 206.11]
[72.2, 540.37]
