[48.8, 145.69]
[29.38, 197.66]
[87.13, 106.84]
[134.37, 152.51]
[198.42, 181.91]
[203.67, 242.28]
[95.53, 240.71]
[110.23, 318.93]
[335.11, 377.51]
[343.61, 438.63]
[341.49, 320.65]
[299.5, 353.07]
[218.2, 407.8]
[157.61, 396.64]
[184.18, 455.63]
[122.01, 436.5]
[144.33, 497.61]
[66.74, 416.84]
[94.9, 487.52]
[125.2, 537.47]
[196.94, 499.74]
[177.81, 543.85]
[234.67, 536.94]
[208.63, 623.03]
[262.9, 561.96]
[262.9, 606.62]
[245.14, 644.27]
[302.17, 657.72]
[345.2, 680.32]
[317.23, 539.91]
[359.73, 569.5]
[446.88, 554.97]
[493.68, 586.17]
[364.57, 528.07]
[259.27, 380.73]
[202.57, 686.62]
[144.91, 823.04]
[195.81, 822.41]
[169.23, 961.45]
[397.02, 950.54]
[406.51, 807.7]
[319.19, 737.94]
[326.31, 782.07]
[309.23, 834.75]
[406.81, 624.53]
[414.57, 654.36]
[466.45, 727.18]
[415.17, 699.89]
[383.74, 737.52]
[519.38, 786.32]
[463.14, 777.63]
[507.98, 883.29]
[666.81, 887.98]
[648.06, 919.62]
[669.74, 930.76]
[168.36, 959.81]
[270.07, 919.98]
[218.37, 904.72]
[253.96, 997.53]
[375.95, 1033.06]
[333.3, 1066.1]
[287.06, 1086.52]
[390.36, 1129.16]
[431.2, 1178.41]
[413.78, 1209.64]
[474.44, 1165.79]
[499.67, 1189.22]
[443.21, 1227.65]
[635.15, 631.72]
[646.41, 475.58]
[653.42, 511.57]
[654.63, 623.44]
[680.06, 521.85]
[427.0, 1143.57]
[303.27, 1063.69]
[342.31, 1108.14]
[391.56, 1078.11]
[181.5, 923.79]
[488.64, 856.91]
[379.93, 901.66]
[324.22, 488.26]
[224.57, 591.14]
[656.63, 595.81]
[425.94, 742.69]
[444.8, 807.89]
[522.93, 838.06]
[505.69, 819.21]
[245.88, 927.83]
[416.56, 924.58]
[357.66, 894.89]
[375.75, 939.89]
[352.62, 760.4]
[74.2, 507.04]
[303.59, 872.04]
[454.12, 832.21]
