[264.01, 61.18]
[283.93, 80.34]
[283.17, 106.53]
[251.86, 83.19]
[225.49, 102.92]
[280.14, 137.84]
[245.03, 124.94]
[182.03, 57.38]
[185.45, 81.67]
[179.76, 112.22]
[206.13, 185.66]
[149.02, 200.08]
[35.15, 31.76]
[70.06, 142.4]
[154.33, 154.73]
[137.58, 168.53]
[266.35, 284.5]
[248.38, 257.28]
[295.21, 276.34]
[319.98, 277.43]
[213.81, 281.51]
[212.45, 329.15]
[248.38, 360.46]
[348.02, 349.84]
[281.32, 323.71]
[302.56, 363.02]
[282.73, 474.6]
[189.75, 459.1]
[283.35, 493.19]
[233.14, 558.9]
[265.99, 582.45]
[265.99, 542.78]
[320.54, 583.07]
[349.67, 609.11]
[347.81, 574.4]
[331.08, 631.42]
[290.79, 609.73]
[247.39, 670.48]
[305.66, 671.72]
[352.15, 651.88]
[299.46, 739.9]
[311.86, 709.53]
[316.82, 769.04]
[324.88, 785.15]
[263.51, 774.62]
[224.46, 862.64]
[286.45, 850.86]
[321.78, 824.83]
[420.96, 804.37]
[392.44, 773.38]
[362.07, 682.87]
[292.65, 837.22]
[50.82, 37.48]
[60.31, 55.4]
[88.24, 226.71]
[255.61, 111.45]
[175.9, 183.31]
[165.45, 140.85]
[183.74, 146.73]
[237.52, 392.29]
[131.57, 412.88]
[128.4, 436.29]
[321.37, 459.06]
[258.1, 304.06]
[204.96, 440.08]
[249.88, 455.9]
[322.63, 493.86]
[311.88, 552.07]
[331.49, 552.07]
[237.86, 587.49]
[290.23, 562.51]
[195.19, 679.62]
[232.41, 689.34]
[257.36, 691.88]
[275.97, 753.2]
[364.78, 750.24]
[374.08, 768.43]
[386.77, 800.14]
[411.72, 773.92]
[423.14, 765.04]
[338.98, 810.72]
[384.23, 846.66]
[262.01, 814.1]
[246.36, 809.45]
[399.08, 860.51]
[295.84, 893.0]
[298.52, 915.37]
[289.57, 935.06]
[302.87, 875.72]
[317.74, 884.95]
[377.75, 894.18]
[412.63, 924.44]
[341.34, 829.36]
[375.51, 868.91]
[396.96, 758.44]
[274.23, 663.03]
[312.67, 750.69]
[257.32, 479.6]
[216.18, 233.15]
[180.72, 407.38]
[185.1, 391.62]
[206.55, 427.07]
[239.81, 427.95]
[328.93, 474.91]
