[561.86, 101.11]
[495.99, 133.74]
[446.74, 218.01]
[537.53, 186.56]
[542.28, 137.3]
[397.46, 384.48]
[437.11, 430.74]
[621.4, 361.54]
[579.0, 438.17]
[496.22, 516.11]
[444.92, 603.63]
[427.47, 765.73]
[320.56, 491.94]
[285.49, 554.75]
[236.28, 612.86]
[277.11, 477.28]
[236.8, 528.06]
[183.41, 561.04]
[119.02, 547.43]
[86.63, 372.34]
[27.88, 439.39]
[50.23, 395.97]
[86.45, 617.78]
[47.35, 674.8]
[100.03, 678.6]
[72.33, 717.16]
[735.39, 441.84]
[772.04, 507.81]
[507.25, 504.15]
[430.29, 526.79]
[386.44, 592.23]
[621.13, 789.44]
[654.26, 721.87]
[505.86, 731.14]
[485.32, 784.14]
[490.62, 839.79]
[535.67, 821.9]
[548.92, 865.63]
[497.81, 901.77]
[452.87, 841.41]
[401.23, 988.95]
[409.28, 910.48]
[509.88, 946.7]
[367.7, 893.05]
[343.56, 974.87]
[305.33, 933.29]
[308.01, 1002.36]
[134.35, 769.37]
[82.12, 807.17]
[42.95, 831.23]
[143.29, 810.61]
[161.16, 862.84]
[105.49, 840.85]
[126.79, 877.96]
[154.28, 908.2]
[232.63, 877.27]
[245.69, 924.01]
[185.21, 959.74]
[90.37, 910.95]
[70.44, 873.84]
[104.22, 944.58]
[290.58, 977.37]
[137.27, 697.35]
[152.06, 741.72]
[318.31, 633.98]
[391.14, 333.77]
[305.26, 340.99]
[336.29, 317.17]
[93.79, 444.92]
[386.45, 724.12]
[354.41, 783.23]
[443.51, 936.21]
[296.5, 770.42]
[346.05, 527.41]
[323.11, 584.74]
[410.44, 867.77]
[469.02, 943.73]
[428.12, 1001.57]
[520.27, 463.77]
[401.33, 425.56]
[67.17, 966.11]
[496.44, 457.15]
[303.06, 890.92]
[560.17, 763.59]
[385.18, 1102.05]
[223.74, 1012.59]
[130.45, 995.97]
[74.16, 1005.09]
[253.58, 825.31]
[306.3, 827.99]
[682.83, 408.56]
[630.53, 457.01]
[357.23, 821.74]
[185.14, 995.44]
