[404.79, 39.01]
[328.22, 103.8]
[308.41, 177.15]
[356.6, 150.92]
[342.68, 252.11]
[393.01, 221.06]
[457.26, 264.97]
[425.67, 225.88]
[460.48, 227.48]
[403.72, 86.66]
[352.72, 447.27]
[417.83, 467.76]
[322.22, 379.89]
[319.03, 446.36]
[302.18, 386.26]
[321.3, 330.26]
[250.73, 325.25]
[181.52, 235.55]
[253.01, 353.48]
[265.3, 397.64]
[440.94, 503.8]
[534.17, 543.91]
[429.56, 561.79]
[379.15, 515.18]
[207.15, 444.23]
[183.18, 495.39]
[176.27, 430.86]
[167.97, 466.35]
[157.37, 388.46]
[96.53, 478.8]
[115.43, 519.36]
[44.91, 594.03]
[154.14, 556.23]
[147.23, 593.11]
[97.28, 663.63]
[50.07, 713.62]
[279.64, 626.46]
[279.3, 665.74]
[283.39, 697.5]
[317.89, 730.63]
[364.0, 680.77]
[387.56, 719.36]
[420.01, 755.9]
[419.67, 657.2]
[340.43, 693.75]
[334.22, 810.52]
[331.8, 855.81]
[304.83, 904.21]
[304.49, 932.91]
[398.18, 838.17]
[415.47, 890.73]
[423.42, 935.67]
[456.61, 811.21]
[454.88, 877.93]
[471.84, 987.47]
[417.74, 1019.52]
[409.22, 1047.45]
[351.62, 1091.98]
[287.88, 1012.82]
[267.04, 969.07]
[230.79, 955.73]
[276.21, 1072.81]
[235.38, 1090.73]
[233.71, 1022.82]
[197.88, 1025.32]
[197.46, 1059.06]
[208.71, 1094.06]
[119.99, 831.41]
[150.92, 959.01]
[166.0, 938.34]
[141.15, 915.54]
[113.48, 929.89]
[108.1, 972.16]
[61.33, 869.04]
[130.85, 613.1]
[68.24, 1041.51]
[96.37, 1040.47]
[142.85, 1116.5]
[174.74, 1150.16]
[73.75, 1178.07]
[110.95, 1213.06]
[122.91, 1254.7]
[217.43, 1202.2]
[280.71, 1247.02]
[253.81, 1219.07]
[236.41, 1303.97]
[167.86, 1230.15]
[167.86, 1316.1]
[148.88, 1260.73]
[100.37, 1314.52]
[98.78, 1356.7]
[183.68, 1349.85]
[221.12, 1127.85]
[207.41, 1158.96]
[489.75, 1185.2]
[506.7, 1274.97]
[479.08, 1307.61]
[466.52, 1273.71]
[421.95, 1291.29]
[382.4, 1361.6]
[370.48, 1335.23]
[432.62, 1450.9]
[483.46, 1459.16]
[468.21, 1435.65]
[392.58, 1455.35]
[414.83, 1432.47]
[350.64, 1363.84]
[323.95, 1374.01]
[278.83, 1347.95]
[264.22, 1326.35]
[218.46, 1426.12]
[158.09, 1433.11]
[111.7, 1385.54]
[167.63, 1509.22]
[131.51, 1516.94]
[125.72, 1550.03]
[202.09, 1510.33]
[201.82, 1568.77]
[268.26, 1511.7]
[248.13, 1479.17]
[323.25, 1519.94]
[306.45, 1502.36]
[460.01, 1516.04]
[456.49, 1542.61]
[454.32, 1596.57]
[413.97, 1690.31]
[344.35, 1633.35]
[252.19, 1626.23]
[213.43, 1659.86]
[323.0, 1629.0]
[310.34, 1586.68]
[345.15, 1580.35]
[421.09, 1644.03]
[317.39, 1462.12]
[339.27, 1480.48]
[266.05, 1534.59]
[240.41, 1500.12]
[196.3, 1542.58]
[166.99, 1407.69]
[203.21, 1387.99]
[264.22, 1387.35]
[309.97, 1306.01]
[292.81, 1274.24]
[275.02, 1305.37]
[295.36, 1415.31]
[346.83, 1417.85]
[398.72, 1369.13]
[168.92, 1266.53]
[204.77, 1247.55]
[237.99, 1255.46]
[96.78, 1130.68]
[40.11, 1054.54]
[54.17, 1015.99]
[58.78, 821.48]
[133.34, 870.07]
[202.04, 984.9]
[279.54, 1127.81]
[267.04, 1034.48]
[427.74, 988.94]
[376.4, 868.6]
[326.61, 903.86]
[303.54, 669.84]
[46.1, 689.81]
[94.9, 621.57]
[59.19, 561.3]
[98.37, 568.22]
[93.3, 437.78]
[216.37, 488.02]
[380.24, 570.47]
[479.43, 524.93]
[204.29, 285.18]
[372.75, 393.09]
[316.37, 189.04]
[260.17, 993.16]
[238.67, 1054.97]
[492.89, 1015.74]
[381.63, 1123.23]
[251.57, 1144.73]
[256.4, 1184.5]
[56.46, 1078.08]
[145.68, 1192.56]
[368.73, 1443.02]
[378.88, 279.66]
