[256.38, 80.34]
[263.13, 111.49]
[216.93, 232.45]
[288.57, 211.68]
[250.67, 232.97]
[294.8, 270.86]
[325.43, 254.77]
[261.06, 330.04]
[213.3, 283.32]
[318.09, 323.87]
[349.43, 374.64]
[299.55, 356.98]
[323.38, 413.04]
[157.44, 348.91]
[134.32, 372.56]
[493.78, 354.69]
[510.07, 421.95]
[479.06, 456.64]
[525.31, 370.98]
[486.95, 506.56]
[538.88, 550.66]
[623.04, 526.08]
[604.42, 583.43]
[421.21, 579.71]
[453.39, 440.88]
[374.23, 406.41]
[375.84, 454.88]
[353.22, 570.13]
[332.76, 612.14]
[125.62, 398.01]
[136.52, 460.16]
[109.81, 427.45]
[62.93, 459.07]
[217.24, 503.24]
[206.21, 554.56]
[181.92, 536.35]
[232.7, 561.74]
[180.27, 647.28]
[124.53, 583.26]
[111.84, 611.4]
[297.01, 622.37]
[263.49, 625.72]
[285.28, 677.68]
[328.85, 684.94]
[446.73, 610.08]
[391.98, 551.42]
[528.11, 792.39]
[502.97, 746.77]
[191.14, 759.74]
[164.06, 789.67]
[207.29, 813.43]
[221.07, 769.25]
[254.33, 769.25]
[356.46, 735.04]
[467.15, 779.7]
[426.3, 760.22]
[467.63, 734.09]
[362.22, 818.57]
[363.94, 871.47]
[295.76, 938.93]
[280.63, 918.48]
[271.08, 830.16]
[394.37, 991.14]
[377.61, 1040.59]
[367.13, 986.95]
[435.44, 968.93]
[429.57, 1006.22]
[434.6, 1042.26]
[461.0, 1045.2]
[455.55, 989.46]
[395.63, 1081.24]
[360.01, 1088.36]
[338.22, 1113.5]
[345.76, 1068.66]
[298.4, 1124.4]
[259.85, 1137.39]
[287.93, 1102.61]
[270.33, 1161.28]
[513.21, 1037.68]
[633.86, 926.74]
[687.03, 927.76]
[537.24, 923.16]
[477.42, 933.38]
[453.22, 911.21]
[386.88, 902.68]
[332.02, 779.05]
[69.56, 1093.88]
[51.07, 1034.74]
[44.29, 1074.17]
[139.24, 1133.07]
[147.35, 1156.15]
[512.88, 857.61]
[515.53, 904.45]
[322.97, 525.81]
[551.79, 881.29]
[534.87, 835.47]
[434.96, 894.87]
[559.73, 794.85]
[87.42, 1034.12]
[666.58, 912.93]
[622.11, 972.24]
[537.69, 1095.9]
[408.2, 1118.53]
[532.24, 1060.7]
[446.75, 1139.91]
[477.35, 1010.83]
[443.4, 1094.23]
[293.72, 884.95]
[297.56, 791.57]
[269.05, 727.44]
[324.63, 751.67]
[668.71, 736.52]
[261.25, 576.56]
[288.07, 567.06]
[152.12, 593.74]
[119.08, 510.86]
[364.53, 514.66]
[398.46, 444.65]
[397.38, 505.5]
[521.63, 318.95]
[210.52, 392.0]
[281.47, 430.89]
[286.72, 477.13]
[246.52, 112.53]
[207.59, 167.56]
[260.46, 513.23]
[329.35, 730.25]
[265.93, 904.33]
[254.76, 926.4]
[325.47, 892.9]
[339.3, 931.98]
[353.39, 961.75]
[402.67, 1050.75]
[411.98, 629.67]
[430.42, 666.54]
[380.2, 634.12]
[380.84, 686.88]
[259.7, 671.71]
[640.84, 524.72]
[305.93, 898.33]
[243.52, 161.89]
