[137.41, 93.16]
[99.94, 88.73]
[71.32, 151.42]
[96.53, 170.83]
[432.65, 157.77]
[525.76, 139.61]
[466.46, 269.75]
[319.22, 293.85]
[267.9, 264.53]
[243.95, 275.77]
[218.54, 317.8]
[147.67, 363.74]
[124.21, 385.24]
[182.37, 394.53]
[142.29, 421.41]
[123.47, 537.22]
[211.23, 539.58]
[212.94, 482.95]
[188.1, 500.18]
[85.95, 542.87]
[86.89, 543.29]
[145.99, 605.61]
[158.2, 633.29]
[150.4, 675.26]
[195.65, 695.62]
[203.21, 745.28]
[167.94, 777.7]
[137.66, 814.75]
[244.53, 786.96]
[250.23, 763.09]
[240.28, 909.72]
[202.93, 885.25]
[200.62, 918.99]
[156.31, 890.66]
[151.68, 947.07]
[181.17, 1012.08]
[142.84, 1018.08]
[137.23, 1076.58]
[98.8, 1091.66]
[51.73, 1165.13]
[95.72, 1051.19]
[186.79, 1063.07]
[219.34, 1057.35]
[85.6, 1180.09]
[227.67, 762.48]
[285.54, 736.75]
[258.61, 743.14]
[243.1, 730.82]
[156.21, 855.23]
[155.2, 518.6]
[77.12, 570.51]
[259.98, 716.67]
[276.87, 700.24]
[170.79, 832.56]
[218.52, 727.47]
[270.34, 218.58]
[55.91, 99.44]
[139.97, 58.05]
[110.64, 209.36]
[144.92, 241.09]
[252.51, 315.36]
[241.74, 338.59]
[291.04, 305.72]
[202.07, 366.92]
[317.68, 335.19]
[140.31, 582.83]
[157.87, 563.56]
[111.4, 563.56]
[289.34, 680.87]
[102.34, 874.67]
[134.07, 877.5]
[195.27, 847.47]
[215.11, 791.37]
[202.64, 809.5]
[168.64, 923.4]
[127.84, 964.77]
[113.1, 949.47]
[193.72, 962.6]
[248.98, 1060.76]
[251.89, 1089.12]
[125.44, 1265.62]
[232.73, 507.62]
[416.0, 420.9]
[447.91, 391.59]
[74.1, 163.08]
[70.95, 61.09]
[455.69, 224.11]
[136.64, 930.29]
[228.36, 977.67]
[86.64, 1207.58]
[121.08, 1149.66]
[112.73, 1179.4]
