[331.95, 128.07]
[270.84, 184.55]
[227.51, 178.36]
[373.73, 217.04]
[447.22, 254.95]
[483.58, 315.29]
[478.94, 259.59]
[417.82, 327.67]
[389.2, 392.65]
[361.35, 278.93]
[436.39, 432.1]
[405.45, 480.07]
[369.86, 463.82]
[342.01, 528.81]
[304.1, 487.03]
[312.61, 419.73]
[311.84, 510.24]
[260.78, 322.25]
[209.72, 285.12]
[193.47, 338.5]
[180.32, 265.0]
[154.79, 333.86]
[209.72, 366.35]
[226.74, 297.5]
[118.52, 449.13]
[129.7, 401.11]
[140.23, 491.24]
[144.83, 552.42]
[179.04, 484.0]
[175.09, 551.1]
[232.32, 453.08]
[238.9, 411.64]
[453.51, 502.67]
[482.41, 452.32]
[445.48, 593.08]
[443.1, 565.49]
[442.15, 529.82]
[420.74, 544.09]
[399.34, 516.5]
[377.93, 565.49]
[353.68, 627.8]
[389.83, 623.52]
[414.09, 591.18]
[445.0, 654.92]
[413.1, 666.41]
[391.67, 676.12]
[387.22, 728.7]
[360.93, 687.44]
[359.31, 762.27]
[303.9, 775.22]
[315.22, 725.06]
[324.12, 673.29]
[287.72, 659.13]
[271.94, 727.49]
[242.82, 671.27]
[262.23, 626.37]
[296.61, 573.79]
[259.4, 589.56]
[224.56, 584.57]
[323.54, 349.74]
[278.19, 520.69]
[200.2, 761.36]
[191.22, 811.79]
[171.87, 752.37]
[157.36, 795.21]
[152.53, 756.52]
[129.73, 784.84]
[102.1, 765.5]
[33.01, 829.06]
[69.63, 795.9]
[98.64, 657.73]
[138.02, 622.5]
[151.15, 676.38]
[180.16, 619.73]
[98.64, 575.52]
[79.3, 613.52]
[106.24, 615.59]
[243.52, 763.99]
[296.16, 843.76]
[244.34, 874.19]
[268.19, 925.18]
[255.03, 962.19]
[201.58, 877.48]
[230.36, 828.14]
[172.79, 957.26]
[102.89, 944.92]
[74.92, 994.26]
[83.15, 915.31]
[64.23, 941.63]
[222.17, 1027.38]
[209.85, 1062.63]
[125.32, 1037.15]
[496.52, 504.99]
[509.12, 418.79]
[536.97, 425.42]
[501.16, 474.49]
[288.31, 469.84]
[230.62, 379.0]
[206.08, 428.07]
[356.46, 711.22]
[193.73, 462.5]
[120.37, 375.72]
[314.19, 71.7]
[419.44, 65.51]
[371.97, 162.5]
[396.05, 162.5]
[249.33, 272.09]
[220.49, 946.56]
[123.51, 838.04]
[311.27, 540.89]
[501.11, 632.91]
[486.72, 681.25]
