[492.99, 310.62]
[482.59, 371.7]
[396.82, 400.29]
[504.87, 419.97]
[480.74, 485.88]
[496.52, 574.07]
[535.51, 542.51]
[528.08, 473.81]
[546.65, 390.27]
[583.78, 384.7]
[584.71, 454.32]
[646.91, 417.19]
[614.42, 388.41]
[699.82, 319.71]
[703.53, 394.91]
[739.74, 473.81]
[866.15, 330.36]
[582.14, 205.29]
[604.51, 286.8]
[626.89, 140.56]
[634.88, 218.87]
[364.78, 324.35]
[374.37, 378.69]
[444.69, 382.69]
[415.92, 445.82]
[295.3, 415.45]
[284.83, 487.75]
[317.18, 201.41]
[285.78, 325.08]
[35.59, 422.11]
[66.03, 493.46]
[155.45, 443.04]
[144.04, 534.37]
[163.06, 598.1]
[83.42, 623.52]
[82.62, 667.2]
[144.09, 822.52]
[174.03, 781.26]
[224.18, 708.46]
[232.27, 773.98]
[263.01, 650.21]
[284.04, 714.12]
[304.27, 765.89]
[261.56, 750.11]
[202.11, 833.64]
[143.64, 914.71]
[275.31, 787.45]
[269.42, 835.6]
[204.45, 917.19]
[201.97, 981.85]
[195.34, 1041.54]
[274.09, 939.58]
[264.14, 985.17]
[239.27, 1032.42]
[388.49, 1034.08]
[398.44, 964.45]
[356.99, 956.98]
[336.26, 1015.84]
[347.04, 873.26]
[332.12, 945.38]
[492.94, 854.19]
[455.63, 907.25]
[479.68, 954.5]
[491.28, 900.61]
[531.9, 805.28]
[555.94, 773.78]
[564.23, 850.88]
[597.39, 748.08]
[554.28, 681.76]
[491.28, 699.17]
[454.81, 791.19]
[413.36, 734.82]
[401.75, 816.06]
[426.31, 597.74]
[396.94, 663.1]
[725.64, 625.21]
[646.07, 623.99]
[625.1, 483.93]
[155.52, 681.36]
[419.78, 503.71]
[347.96, 556.71]
[456.77, 702.14]
[290.75, 859.0]
[343.28, 1071.36]
[541.46, 317.65]
[176.45, 706.03]
[297.2, 266.1]
[427.95, 1021.3]
[300.51, 985.11]
[266.78, 545.61]
[541.16, 615.21]
[569.95, 480.13]
[267.28, 280.21]
[330.17, 624.41]
[348.87, 591.01]
[197.55, 667.76]
[230.01, 611.64]
[585.41, 324.96]
[520.88, 256.69]
[658.35, 363.3]
[313.81, 466.79]
[315.2, 416.9]
[279.17, 380.17]
[133.79, 409.73]
[115.52, 428.0]
[508.66, 768.69]
[450.68, 722.86]
