[324.25, 100.33]
[358.88, 69.16]
[388.38, 84.1]
[370.56, 116.27]
[332.46, 169.21]
[378.97, 154.86]
[419.05, 102.91]
[412.13, 170.7]
[357.7, 217.7]
[317.12, 217.7]
[271.6, 245.41]
[227.07, 271.14]
[259.72, 108.35]
[262.69, 148.92]
[255.27, 181.09]
[230.04, 124.18]
[205.79, 184.05]
[198.37, 151.4]
[221.62, 112.31]
[129.59, 152.39]
[101.88, 187.52]
[190.64, 250.03]
[160.77, 283.27]
[199.06, 278.64]
[225.56, 296.31]
[442.79, 244.46]
[442.29, 288.04]
[376.17, 291.54]
[400.22, 351.65]
[265.47, 314.59]
[228.91, 358.66]
[205.87, 327.11]
[226.91, 410.76]
[253.95, 369.18]
[285.01, 332.62]
[311.06, 382.21]
[191.57, 399.47]
[173.31, 495.82]
[152.02, 530.3]
[141.88, 576.44]
[119.06, 507.99]
[111.96, 462.86]
[89.14, 511.03]
[94.21, 433.45]
[71.9, 471.98]
[76.97, 490.75]
[156.58, 444.6]
[393.82, 415.09]
[388.79, 372.69]
[439.09, 453.18]
[441.25, 386.34]
[305.43, 410.06]
[367.95, 517.85]
[301.11, 580.37]
[283.15, 634.27]
[275.96, 552.35]
[225.66, 555.94]
[231.41, 619.18]
[191.16, 562.41]
[169.6, 620.62]
[125.77, 611.27]
[136.55, 650.8]
[97.02, 660.86]
[64.68, 649.36]
[94.15, 615.59]
[38.81, 616.31]
[174.66, 690.03]
[140.89, 729.52]
[107.63, 719.65]
[73.85, 759.14]
[97.76, 791.88]
[147.12, 781.49]
[127.9, 812.66]
[184.54, 800.71]
[225.59, 775.77]
[232.86, 742.51]
[241.69, 712.9]
[273.91, 739.92]
[277.03, 684.84]
[330.55, 668.73]
[310.28, 628.72]
[338.86, 604.29]
[333.15, 573.64]
[380.43, 619.88]
[392.39, 571.56]
[337.82, 797.08]
[341.46, 839.17]
[311.84, 815.78]
[314.96, 858.91]
[174.81, 903.96]
[79.08, 903.96]
[76.97, 866.62]
[174.29, 868.72]
[338.52, 359.75]
[108.27, 611.34]
[66.03, 573.94]
[145.41, 831.32]
[211.68, 814.88]
[365.79, 583.25]
[305.55, 286.54]
[412.24, 266.5]
[122.0, 758.88]
[166.13, 731.43]
[221.48, 910.76]
[291.5, 821.52]
[413.22, 566.57]
