[279.96, 90.56]
[305.16, 133.46]
[307.88, 179.09]
[276.55, 134.15]
[239.1, 123.25]
[258.17, 174.33]
[195.51, 125.97]
[184.61, 190.67]
[239.78, 193.4]
[259.53, 244.47]
[239.75, 259.91]
[269.15, 469.83]
[258.68, 517.15]
[249.05, 554.42]
[224.34, 502.08]
[244.86, 473.6]
[226.86, 440.1]
[173.68, 414.98]
[189.17, 493.28]
[195.87, 533.48]
[133.89, 455.18]
[104.16, 496.63]
[85.32, 479.46]
[102.49, 451.41]
[129.71, 505.84]
[156.09, 537.25]
[155.67, 500.4]
[268.02, 639.84]
[250.36, 665.57]
[263.98, 711.5]
[222.6, 661.54]
[216.04, 688.79]
[217.55, 709.98]
[193.33, 636.81]
[196.36, 670.62]
[172.64, 611.07]
[171.63, 646.4]
[138.33, 596.44]
[143.37, 633.78]
[152.96, 679.7]
[118.65, 639.33]
[121.67, 696.86]
[108.55, 617.13]
[91.9, 673.14]
[78.27, 639.33]
[66.16, 689.29]
[52.54, 642.36]
[27.31, 678.69]
[57.88, 739.74]
[56.86, 777.55]
[40.0, 825.57]
[99.26, 722.37]
[106.42, 754.56]
[115.1, 764.78]
[146.26, 736.17]
[210.63, 764.26]
[164.65, 791.34]
[272.44, 837.32]
[275.0, 873.08]
[208.57, 876.29]
[227.18, 908.87]
[163.58, 850.22]
[141.86, 872.87]
[120.79, 919.5]
[68.02, 937.09]
[225.17, 998.26]
[252.47, 1019.2]
[190.02, 997.51]
[198.62, 1033.4]
[223.67, 1033.03]
[227.41, 1071.17]
[212.83, 1009.1]
[206.47, 1069.3]
[156.37, 1037.52]
[144.77, 988.16]
[126.45, 985.92]
[138.79, 947.03]
[134.44, 1103.19]
[156.06, 1073.3]
[150.97, 1115.59]
[142.39, 1149.93]
[157.65, 1144.21]
[214.13, 1122.35]
[222.78, 1162.91]
[195.74, 1182.92]
[156.81, 1187.24]
[139.51, 1211.31]
[81.42, 1134.47]
[40.87, 1195.95]
[150.86, 959.52]
[252.71, 1146.43]
[296.04, 1147.63]
[214.15, 1224.35]
[225.67, 1253.76]
[247.54, 1277.62]
[161.28, 1244.22]
[162.87, 1279.21]
[141.0, 1271.25]
[134.5, 1303.98]
[143.75, 1329.73]
[186.0, 1360.32]
[218.6, 1329.33]
[221.42, 1359.11]
[239.53, 1303.98]
[169.51, 1320.07]
[147.37, 1363.94]
[109.55, 1308.81]
[99.08, 1341.8]
[95.46, 1281.44]
[81.38, 1316.85]
[206.31, 1386.54]
[230.27, 1409.81]
[193.65, 1416.99]
[204.6, 1453.61]
[152.59, 1386.2]
[115.63, 1409.46]
[91.0, 1415.28]
[160.42, 1452.81]
[155.91, 1491.26]
[151.06, 1534.56]
[175.31, 1463.2]
[155.23, 444.41]
[126.87, 1024.44]
[105.84, 974.87]
[99.83, 934.31]
[138.79, 1433.96]
[160.18, 1295.7]
[212.86, 818.32]
[123.85, 1386.88]
[59.86, 1164.73]
[115.54, 1109.68]
[270.04, 663.55]
[195.87, 449.73]
[260.45, 211.64]
[241.04, 695.23]
[254.06, 821.56]
