[596.23, 99.55]
[595.55, 155.95]
[661.39, 143.72]
[653.87, 201.1]
[631.29, 242.48]
[680.2, 373.22]
[746.98, 329.01]
[776.14, 374.16]
[766.83, 403.07]
[709.72, 429.46]
[737.56, 487.05]
[729.88, 522.08]
[657.9, 473.13]
[644.46, 519.68]
[503.53, 395.07]
[505.93, 452.66]
[421.95, 258.3]
[425.95, 318.29]
[361.17, 323.09]
[320.38, 371.08]
[425.95, 374.28]
[452.35, 407.07]
[462.74, 444.66]
[482.74, 498.25]
[475.54, 621.42]
[449.15, 479.05]
[402.76, 478.25]
[408.36, 528.64]
[405.16, 575.83]
[345.17, 389.47]
[335.57, 462.26]
[307.58, 334.29]
[234.22, 457.33]
[206.52, 537.48]
[177.86, 421.86]
[95.76, 437.41]
[84.59, 497.16]
[-0.42, 524.85]
[58.36, 426.24]
[52.53, 482.1]
[40.87, 534.08]
[21.44, 388.83]
[35.04, 374.26]
[129.28, 541.37]
[73.42, 550.11]
[329.15, 569.66]
[286.36, 615.89]
[258.33, 680.8]
[267.68, 755.55]
[228.34, 745.72]
[193.42, 794.4]
[201.29, 658.18]
[202.76, 723.59]
[184.08, 699.0]
[307.02, 729.98]
[306.04, 769.81]
[301.61, 683.75]
[338.49, 795.39]
[308.0, 800.3]
[317.35, 760.96]
[421.6, 683.26]
[427.01, 711.29]
[483.57, 714.74]
[435.86, 779.65]
[369.47, 709.82]
[392.1, 757.03]
[418.65, 792.44]
[366.52, 731.46]
[369.47, 773.75]
[784.7, 600.5]
[779.96, 653.25]
[750.32, 627.17]
[727.21, 595.17]
[614.01, 684.66]
[653.13, 653.25]
[627.05, 768.82]
[691.65, 656.8]
[686.91, 711.33]
[656.09, 768.22]
[714.17, 697.1]
[784.7, 740.96]
[753.88, 733.85]
[726.62, 745.7]
[694.61, 757.56]
[734.99, 932.06]
[748.79, 979.45]
[766.18, 1041.85]
[713.39, 944.06]
[720.59, 996.85]
[742.19, 1053.85]
[678.59, 960.26]
[664.79, 1025.65]
[691.79, 1089.24]
[679.19, 1141.44]
[653.99, 926.06]
[634.2, 984.25]
[662.99, 875.06]
[628.2, 864.27]
[636.6, 906.86]
[613.2, 933.86]
[607.8, 895.46]
[597.0, 816.27]
[586.8, 859.47]
[571.8, 927.86]
[617.11, 1174.11]
[608.33, 1257.55]
[572.32, 1272.04]
[485.81, 1194.75]
[474.39, 1152.15]
[500.3, 1095.94]
[531.04, 1109.99]
[529.72, 1081.45]
[572.7, 1019.09]
[540.59, 991.46]
[539.47, 1027.31]
[487.56, 1060.92]
[433.18, 905.77]
[518.57, 870.0]
[574.64, 880.08]
[482.03, 839.12]
[480.77, 800.06]
[410.83, 810.14]
[391.93, 870.0]
[356.65, 870.63]
[381.22, 923.55]
[325.78, 950.64]
[339.01, 1002.93]
[247.02, 997.89]
[221.19, 842.27]
[248.91, 875.04]
[398.86, 1010.49]
[394.45, 985.92]
[508.27, 894.8]
[501.0, 943.4]
[469.24, 928.1]
[304.94, 1029.18]
[309.59, 978.05]
[248.38, 1083.03]
[201.89, 1126.42]
[331.67, 1083.81]
[198.02, 1164.38]
[170.13, 1098.14]
[160.83, 1155.47]
[128.29, 1090.78]
[128.29, 1142.69]
[107.37, 1129.13]
[370.02, 1088.84]
[378.93, 1131.45]
[346.39, 1193.05]
[386.68, 1192.66]
[429.68, 1154.31]
[435.87, 1191.11]
[459.12, 1219.78]
[660.04, 1170.71]
[652.29, 1120.99]
[463.77, 993.16]
[457.31, 1074.51]
[309.46, 856.28]
[264.91, 967.98]
[532.2, 1519.36]
[353.31, 1120.93]
[323.9, 1236.71]
[329.97, 1270.79]
[331.37, 1300.2]
[270.21, 1272.65]
[284.22, 1305.33]
[271.15, 1353.42]
[193.18, 1302.53]
[346.31, 1333.34]
[378.06, 1261.45]
[453.69, 1324.01]
[447.62, 1357.15]
[432.21, 1300.2]
[538.65, 1367.42]
[484.5, 1257.25]
[574.13, 1462.66]
[501.3, 1379.1]
[533.52, 1439.32]
[475.16, 1404.31]
[459.76, 1431.38]
[433.14, 1388.9]
[350.51, 1442.59]
[381.32, 1429.05]
[402.8, 1483.2]
[347.71, 1518.22]
[336.97, 1482.27]
[324.84, 1477.6]
[304.29, 1525.22]
[262.28, 1521.95]
[287.95, 1490.67]
[299.16, 1457.53]
[229.13, 1442.12]
[206.26, 1493.01]
[180.11, 1527.09]
[478.34, 1278.91]
[289.3, 1337.2]
[373.58, 1329.32]
[546.87, 1144.22]
[324.37, 1420.65]
[427.54, 1407.57]
[498.5, 1406.17]
[529.32, 1333.81]
[366.39, 1212.9]
[357.05, 1295.06]
[351.91, 1355.75]
[204.85, 1345.95]
[230.06, 1331.48]
[260.88, 1300.66]
[404.11, 1137.65]
[377.77, 1160.12]
[406.82, 1087.68]
[209.64, 1199.25]
[245.28, 1148.5]
[260.78, 1003.62]
[460.82, 1050.17]
[257.1, 942.45]
[377.44, 967.65]
[522.25, 1222.86]
[566.61, 1218.46]
[606.57, 1214.51]
[627.65, 1135.46]
[748.54, 673.99]
[641.28, 709.55]
[624.68, 625.39]
[737.28, 557.24]
[754.47, 600.5]
[428.49, 750.14]
[341.44, 747.19]
[184.57, 736.37]
[233.25, 699.0]
[190.98, 479.67]
[432.35, 611.02]
[480.34, 566.23]
[375.56, 275.1]
[501.13, 346.28]
[671.81, 512.96]
[753.87, 441.46]
[640.7, 431.54]
[442.6, 1052.78]
[430.38, 1003.22]
[488.6, 879.69]
[738.36, 1101.34]
[722.44, 1066.83]
[407.79, 909.9]
