[327.7, 272.88]
[339.66, 241.68]
[372.94, 368.56]
[95.87, 52.77]
[47.08, 96.18]
[51.56, 149.0]
[115.12, 127.07]
[74.39, 87.68]
[179.55, 210.41]
[148.29, 192.28]
[137.86, 236.69]
[131.52, 210.41]
[175.02, 260.7]
[187.25, 282.45]
[80.77, 214.03]
[100.26, 271.58]
[119.79, 305.32]
[136.35, 339.23]
[73.94, 318.81]
[102.45, 342.7]
[92.43, 300.31]
[113.62, 252.92]
[188.9, 447.08]
[83.2, 456.05]
[45.36, 472.43]
[303.88, 474.01]
[276.24, 507.18]
[194.98, 535.37]
[221.52, 572.41]
[148.0, 586.23]
[134.41, 628.07]
[222.78, 648.75]
[260.38, 695.28]
[214.32, 675.07]
[230.3, 705.15]
[277.25, 654.28]
[283.25, 681.46]
[272.86, 719.83]
[277.65, 745.41]
[282.85, 774.99]
[344.0, 743.41]
[335.61, 780.19]
[185.32, 662.27]
[181.33, 723.83]
[213.7, 793.38]
[287.58, 805.67]
[296.48, 852.21]
[312.26, 881.74]
[281.11, 891.45]
[404.92, 879.72]
[451.99, 943.79]
[457.39, 974.81]
[230.92, 973.17]
[205.85, 989.64]
[283.02, 968.5]
[304.16, 982.02]
[350.77, 1064.37]
[303.88, 1050.54]
[215.52, 1068.81]
[255.01, 1078.19]
[322.14, 1130.02]
[343.86, 1158.15]
[332.01, 1093.0]
[324.18, 1263.67]
[340.24, 1271.4]
[357.49, 1298.77]
[373.45, 1343.74]
[293.74, 1248.79]
[279.29, 1256.74]
[252.55, 1287.45]
[240.99, 1320.69]
[280.73, 1358.27]
[251.59, 1429.19]
[350.95, 1343.57]
[353.59, 1381.48]
[391.48, 1480.96]
[433.74, 1454.45]
[439.88, 1440.62]
[427.59, 1557.78]
[394.56, 1523.59]
[292.0, 1516.3]
[272.79, 1568.15]
[285.47, 1585.44]
[291.59, 1604.03]
[317.7, 1618.19]
[323.26, 1590.98]
[282.15, 1496.54]
[201.57, 911.55]
[279.36, 914.94]
[280.47, 1536.65]
[453.71, 1460.98]
[410.31, 1511.69]
[366.9, 1473.27]
[339.05, 1298.77]
[254.51, 1046.6]
[326.58, 1069.8]
[366.07, 1094.97]
[340.4, 1034.25]
[205.36, 890.59]
[307.23, 756.6]
[153.52, 542.56]
[114.01, 430.31]
[169.13, 190.02]
[154.51, 63.51]
[26.31, 156.61]
[98.4, 157.12]
[93.83, 192.15]
[150.7, 270.84]
[148.16, 297.24]
[275.78, 850.59]
[217.05, 857.32]
[318.76, 1200.74]
[78.86, 151.36]
[174.25, 124.34]
[187.38, 110.17]
[178.05, 156.12]
[201.47, 294.97]
[131.9, 262.44]
[192.95, 696.75]
[205.59, 744.42]
[374.98, 770.78]
[222.93, 935.11]
[222.57, 915.25]
[225.09, 884.91]
[235.21, 998.68]
[320.8, 958.59]
[346.08, 985.68]
[372.45, 1013.85]
[339.22, 1118.58]
[360.17, 1203.09]
[381.12, 1181.42]
[264.82, 1146.03]
[264.46, 1168.42]
[260.49, 1191.9]
[282.52, 1192.98]
[293.71, 1157.95]
[265.54, 1227.65]
[358.72, 1319.75]
[444.32, 1482.27]
[405.67, 1544.39]
[352.58, 1507.19]
[238.01, 1448.65]
[159.46, 209.7]
[273.84, 1320.95]
[302.6, 1496.24]
[258.89, 1363.46]
[321.79, 919.0]
[300.21, 919.63]
[252.29, 983.93]
[243.97, 1024.34]
