[237.26, 196.49]
[230.19, 249.52]
[229.01, 294.31]
[163.01, 144.63]
[138.26, 77.45]
[131.19, 141.09]
[127.65, 184.7]
[366.56, 417.72]
[386.77, 472.44]
[394.34, 511.17]
[30.67, 425.94]
[100.1, 398.74]
[90.8, 425.22]
[125.16, 462.45]
[172.4, 491.08]
[53.57, 445.27]
[70.04, 499.67]
[87.93, 537.61]
[49.99, 520.43]
[12.77, 338.61]
[284.87, 631.16]
[281.76, 676.7]
[329.16, 703.52]
[239.34, 619.31]
[249.32, 674.2]
[363.0, 852.19]
[362.25, 904.17]
[358.54, 954.67]
[305.82, 855.16]
[110.51, 892.29]
[123.88, 954.67]
[61.5, 933.14]
[75.61, 882.64]
[426.68, 1164.02]
[440.36, 1234.54]
[375.06, 990.99]
[416.92, 1069.81]
[431.05, 1101.88]
[353.86, 1042.08]
[282.65, 1042.08]
[241.89, 1093.18]
[206.55, 1108.94]
[300.37, 1214.48]
[319.33, 1192.76]
[347.06, 1240.37]
[455.68, 1159.02]
[473.71, 1193.68]
[424.25, 1326.8]
[398.8, 1350.46]
[382.43, 1388.83]
[241.12, 1300.39]
[204.62, 1324.72]
[199.0, 1373.85]
[167.65, 1310.22]
[154.08, 1255.0]
[135.58, 1406.2]
[140.22, 1455.28]
[110.38, 1410.18]
[191.95, 1497.72]
[213.83, 1535.52]
[245.02, 1641.7]
[251.06, 1691.37]
[194.0, 1710.84]
[21.47, 1682.65]
[49.67, 1714.87]
[438.18, 1375.89]
[461.97, 1490.06]
[464.69, 1531.51]
[438.18, 1574.32]
[379.96, 1580.98]
[370.13, 1616.85]
[405.51, 1655.18]
[399.61, 1606.04]
[538.68, 1646.82]
[537.2, 1698.42]
[510.67, 1642.89]
[502.8, 1689.57]
[616.81, 1578.03]
[605.01, 1645.35]
[651.2, 1535.28]
[684.62, 1559.85]
[696.9, 1386.72]
[560.13, 1466.16]
[578.15, 1525.94]
[522.46, 1489.09]
[477.42, 1466.98]
[488.53, 1506.05]
[479.28, 1656.03]
[472.82, 1694.83]
[484.16, 1756.45]
[495.58, 1788.18]
[457.51, 1793.25]
[377.99, 1764.07]
[365.72, 1798.75]
[258.8, 1828.41]
[276.4, 1858.76]
[205.39, 1824.77]
[198.11, 1860.58]
[457.24, 1867.86]
[459.66, 1923.08]
[422.04, 1864.83]
[422.65, 1904.27]
[442.07, 1893.95]
[427.5, 1934.01]
[449.95, 1971.63]
[469.98, 2008.04]
[523.38, 1934.61]
[523.38, 1991.66]
[565.26, 1944.32]
[594.38, 1972.84]
[618.05, 1928.54]
[607.13, 1952.21]
[570.72, 1999.55]
[556.15, 2038.99]
[470.93, 2062.1]
[445.13, 2087.04]
[415.89, 1996.74]
[499.95, 2188.03]
[415.85, 2136.83]
[390.25, 2066.31]
[396.52, 2024.52]
[352.64, 2056.39]
[366.75, 2018.25]
[308.76, 2037.58]
[317.12, 2099.22]
[263.84, 2072.06]
[307.73, 2165.84]
[287.75, 2237.8]
[299.74, 2272.89]
[250.88, 2224.92]
[225.56, 2217.81]
[218.45, 2165.84]
[70.47, 2255.3]
[59.49, 2222.38]
[68.64, 2087.98]
[43.95, 2066.04]
[8.29, 2098.04]
[14.69, 2142.84]
[51.43, 1854.88]
[85.12, 1891.16]
[12.56, 1860.06]
[72.55, 658.12]
[75.46, 702.15]
[233.7, 664.89]
[384.14, 1032.94]
[132.44, 1126.21]
[157.13, 1189.31]
[73.46, 1139.93]
[87.18, 1096.04]
[89.92, 1067.92]
[57.69, 1110.44]
[433.88, 2014.27]
[68.66, 1063.12]
[224.23, 2188.05]
[422.64, 2055.86]
[480.9, 1846.01]
[509.53, 1813.13]
[95.92, 481.55]
[223.67, 921.77]
[224.75, 876.73]
[122.87, 876.95]
[405.09, 1038.22]
[371.63, 1156.15]
[181.18, 1259.74]
[388.58, 1319.87]
[505.7, 1430.21]
[457.61, 1431.34]
[650.75, 1429.66]
[670.06, 1483.89]
[700.51, 1443.03]
[456.15, 1627.98]
[443.36, 1834.21]
[245.69, 2092.73]
[300.55, 2070.36]
[395.45, 2120.14]
[325.04, 2148.42]
[160.29, 2136.18]
[190.99, 2123.78]
[419.09, 2084.44]
[132.18, 1249.19]
[145.7, 1272.22]
