[216.54, 95.5]
[212.39, 146.89]
[399.73, 158.49]
[411.33, 219.0]
[422.93, 270.39]
[374.86, 168.44]
[368.23, 324.27]
[294.45, 269.57]
[266.27, 204.08]
[255.5, 239.72]
[136.13, 273.71]
[502.51, 80.58]
[258.81, 277.85]
[179.24, 274.54]
[157.69, 241.38]
[98.55, 292.84]
[150.14, 223.06]
[77.82, 401.95]
[123.92, 410.83]
[125.61, 479.77]
[204.27, 295.8]
[183.55, 327.52]
[200.89, 348.67]
[156.36, 351.5]
[158.5, 397.98]
[184.79, 413.88]
[171.95, 457.91]
[149.32, 448.43]
[95.5, 508.67]
[265.31, 424.61]
[271.09, 492.51]
[305.76, 427.5]
[309.37, 479.5]
[302.87, 539.46]
[244.36, 396.44]
[224.14, 452.06]
[243.08, 519.19]
[214.33, 489.71]
[399.22, 415.86]
[443.62, 463.39]
[343.86, 414.82]
[304.69, 334.38]
[685.94, 334.36]
[654.22, 384.21]
[482.75, 1113.78]
[603.8, 558.85]
[612.19, 615.28]
[574.88, 578.9]
[522.18, 549.05]
[513.31, 614.81]
[503.52, 491.69]
[445.69, 505.21]
[501.78, 820.17]
[516.41, 875.41]
[475.34, 875.41]
[431.54, 820.71]
[401.75, 862.31]
[418.49, 729.97]
[374.52, 843.72]
[393.16, 704.64]
[380.73, 756.25]
[392.68, 794.97]
[348.71, 758.64]
[353.97, 799.75]
[347.72, 632.67]
[336.59, 700.41]
[322.56, 743.95]
[315.78, 786.53]
[283.37, 711.05]
[275.63, 764.76]
[298.85, 667.99]
[252.89, 681.54]
[207.41, 632.67]
[144.51, 650.57]
[135.32, 691.7]
[212.01, 784.81]
[224.96, 840.09]
[182.63, 783.41]
[195.92, 838.34]
[223.91, 895.36]
[337.38, 910.87]
[300.64, 917.29]
[406.18, 1034.49]
[281.98, 986.09]
[321.05, 1039.74]
[365.63, 1085.22]
[370.94, 1117.09]
[411.08, 1196.19]
[411.67, 1235.74]
[378.02, 1213.31]
[337.88, 1195.01]
[281.81, 1121.23]
[281.81, 1169.04]
[287.71, 1223.34]
[196.23, 933.41]
[205.26, 1010.7]
[243.51, 1089.68]
[213.29, 1064.07]
[265.79, 1066.63]
[163.12, 1060.19]
[168.88, 1117.8]
[93.27, 981.7]
[122.07, 1077.48]
[73.11, 971.62]
[47.91, 953.62]
[40.7, 988.18]
[47.91, 1031.39]
[161.22, 1221.4]
[115.73, 1206.96]
[123.6, 1181.6]
[176.96, 1262.95]
[217.2, 1282.63]
[211.95, 1219.65]
[218.08, 1178.53]
[305.99, 1165.41]
[309.93, 1206.96]
[380.78, 1270.38]
[265.31, 1097.18]
[260.94, 1150.98]
[247.82, 1135.23]
[243.44, 1167.6]
[43.69, 1310.02]
[14.56, 1253.62]
[130.47, 1300.72]
[145.35, 1332.34]
[150.31, 1378.21]
[152.79, 1407.96]
[103.34, 1438.01]
[75.14, 1454.02]
[57.23, 1487.94]
[21.4, 1519.95]
[89.62, 1535.2]
[177.66, 1561.5]
[165.85, 1591.6]
[282.09, 1507.76]
[278.66, 1412.09]
[274.47, 1449.06]
[308.39, 1401.8]
[339.87, 1161.69]
[262.93, 1312.84]
[239.1, 1362.45]
[196.53, 1352.29]
[213.72, 1400.72]
[208.25, 1427.28]
[243.4, 1389.01]
[88.55, 1387.47]
[79.98, 1410.53]
[136.77, 1376.62]
[548.56, 699.33]
[340.07, 790.9]
[251.01, 710.35]
[244.2, 814.72]
[233.99, 771.05]
[126.22, 810.75]
[108.07, 886.2]
[109.77, 772.18]
[276.85, 1260.58]
[285.36, 1286.42]
[229.03, 1301.3]
[216.42, 1326.09]
[379.49, 629.72]
[132.46, 751.76]
[104.09, 850.46]
[169.33, 843.65]
[251.01, 761.97]
[286.29, 1468.12]
[100.3, 1504.71]
[95.72, 1478.79]
[41.21, 1262.29]
[232.95, 1241.08]
[106.55, 1155.79]
[149.41, 1175.47]
[73.11, 1040.03]
[101.91, 1021.31]
[163.12, 1003.31]
[202.75, 976.07]
[349.04, 955.77]
[324.55, 856.65]
[353.97, 693.64]
[414.19, 782.54]
[513.31, 520.6]
[472.27, 587.3]
[578.61, 532.26]
[122.23, 355.86]
[100.24, 322.45]
[277.88, 303.55]
[301.09, 207.4]
[345.02, 251.33]
[352.48, 110.42]
[129.98, 1026.05]
