[326.7, 76.8]
[285.82, 146.73]
[277.21, 218.27]
[319.71, 243.02]
[383.72, 166.09]
[394.48, 248.39]
[449.35, 211.82]
[439.66, 307.03]
[471.4, 304.88]
[489.65, 618.97]
[498.8, 675.39]
[462.21, 720.36]
[468.53, 765.45]
[424.96, 563.97]
[419.52, 494.27]
[356.9, 641.84]
[332.39, 721.34]
[454.01, 412.59]
[432.22, 371.75]
[350.02, 385.26]
[347.68, 437.76]
[310.65, 342.14]
[260.02, 419.01]
[246.9, 363.23]
[210.8, 431.2]
[207.05, 485.11]
[304.55, 426.51]
[267.52, 491.2]
[311.34, 472.8]
[303.36, 541.23]
[230.7, 690.39]
[236.95, 597.68]
[169.22, 635.63]
[170.18, 575.59]
[54.46, 649.36]
[129.35, 573.99]
[62.89, 765.07]
[124.83, 736.7]
[80.84, 824.69]
[172.3, 736.12]
[191.98, 827.01]
[225.56, 736.12]
[216.3, 797.49]
[270.71, 745.96]
[248.14, 897.06]
[174.23, 964.23]
[182.1, 907.62]
[150.11, 920.42]
[132.39, 887.44]
[105.8, 859.88]
[57.22, 969.93]
[22.89, 974.96]
[385.75, 1114.48]
[392.28, 1154.82]
[351.94, 1075.33]
[341.26, 1142.96]
[271.26, 1190.42]
[331.77, 1186.26]
[316.93, 1119.82]
[255.83, 1143.55]
[290.24, 1089.57]
[274.22, 1062.87]
[292.61, 987.53]
[312.88, 945.92]
[336.9, 882.27]
[340.51, 807.8]
[230.61, 933.31]
[260.63, 939.32]
[365.73, 906.29]
[401.76, 880.47]
[377.74, 807.8]
[140.41, 845.83]
[183.04, 678.89]
[210.09, 391.99]
[197.01, 450.42]
[464.57, 593.56]
[393.75, 733.32]
[408.52, 790.57]
[234.53, 839.38]
[185.46, 876.3]
[139.24, 782.21]
[96.59, 754.16]
[364.97, 304.55]
[287.5, 821.8]
[87.2, 716.44]
[378.68, 461.6]
[420.61, 655.46]
[457.64, 662.43]
[238.81, 970.14]
[356.09, 942.54]
[198.11, 982.97]
[204.31, 599.39]
[287.45, 628.01]
[244.45, 1019.68]
