[469.43, 93.5]
[458.4, 149.24]
[439.41, 106.36]
[429.61, 144.95]
[419.2, 198.86]
[398.37, 98.4]
[398.98, 168.23]
[334.66, 149.85]
[313.22, 195.18]
[285.04, 188.45]
[309.55, 143.73]
[364.68, 221.52]
[345.08, 262.57]
[421.65, 227.65]
[483.51, 223.36]
[468.2, 280.94]
[529.46, 230.1]
[517.21, 274.82]
[538.64, 309.12]
[412.46, 312.8]
[364.06, 287.07]
[292.74, 316.06]
[313.58, 276.99]
[298.47, 237.93]
[273.47, 272.82]
[397.96, 358.77]
[433.38, 396.27]
[405.96, 476.02]
[430.46, 509.1]
[372.27, 516.45]
[364.92, 441.71]
[444.55, 616.91]
[438.42, 667.14]
[424.34, 608.33]
[405.35, 658.56]
[464.15, 609.56]
[154.2, 539.72]
[203.81, 490.72]
[185.44, 436.81]
[192.17, 463.77]
[214.23, 411.09]
[247.92, 368.82]
[156.03, 464.99]
[134.59, 503.58]
[111.93, 457.03]
[219.13, 355.34]
[243.63, 455.8]
[322.27, 529.34]
[339.04, 570.91]
[336.13, 491.42]
[220.18, 530.07]
[277.79, 476.83]
[189.61, 715.22]
[183.81, 635.07]
[190.14, 662.49]
[256.05, 762.67]
[276.62, 724.18]
[281.36, 664.6]
[285.05, 772.69]
[220.2, 741.58]
[180.12, 750.02]
[145.85, 790.09]
[111.57, 831.22]
[183.81, 838.6]
[193.56, 886.8]
[226.65, 871.32]
[235.19, 817.41]
[269.36, 853.17]
[267.22, 894.28]
[301.38, 861.18]
[298.71, 894.28]
[290.71, 932.71]
[301.8, 666.15]
[120.64, 919.02]
[104.55, 946.13]
[76.99, 977.38]
[25.98, 948.43]
[74.69, 927.75]
[131.75, 424.96]
[169.95, 502.48]
[279.04, 524.08]
[255.78, 577.79]
[300.79, 407.29]
[281.18, 442.04]
[282.86, 384.31]
[206.52, 842.69]
[246.56, 705.2]
[167.99, 669.87]
[221.25, 671.45]
