[169.83, 48.84]
[134.33, 100.61]
[25.3, 76.24]
[83.66, 128.83]
[154.85, 161.54]
[65.06, 110.23]
[288.22, 115.52]
[251.86, 207.71]
[259.0, 251.86]
[181.09, 138.24]
[231.73, 273.29]
[231.73, 366.13]
[232.38, 320.03]
[283.67, 317.44]
[89.55, 278.48]
[125.91, 310.29]
[187.58, 292.11]
[112.92, 368.73]
[269.72, 386.4]
[203.08, 417.16]
[246.45, 464.09]
[275.64, 471.98]
[175.47, 443.19]
[139.98, 436.88]
[103.31, 471.19]
[129.38, 497.73]
[157.21, 527.58]
[218.58, 513.83]
[101.21, 517.85]
[220.59, 476.94]
[207.85, 551.72]
[279.27, 499.07]
[307.1, 549.04]
[263.57, 578.68]
[226.05, 650.53]
[285.13, 650.93]
[177.75, 658.91]
[366.57, 655.72]
[377.74, 587.06]
[408.08, 617.0]
[332.24, 622.59]
[328.24, 587.06]
[253.19, 535.96]
[287.91, 742.83]
[272.9, 767.94]
[190.92, 690.59]
[357.47, 761.88]
[364.0, 888.5]
[370.72, 850.81]
[358.74, 810.48]
[294.75, 853.15]
[314.04, 885.29]
[248.19, 855.55]
[371.6, 809.59]
[235.35, 964.05]
[207.19, 900.69]
[185.66, 890.34]
[209.71, 1043.9]
[240.9, 1054.21]
[260.52, 1028.55]
[300.52, 1021.01]
[476.55, 932.19]
[496.99, 961.33]
[515.64, 950.33]
[447.74, 933.25]
[434.4, 982.82]
[431.26, 1030.62]
[366.16, 952.94]
[339.12, 968.67]
[377.8, 926.53]
[383.46, 965.21]
[453.35, 1110.04]
[416.42, 1132.96]
[427.24, 1178.48]
[508.74, 1176.25]
[511.92, 1142.83]
[501.73, 1208.72]
[362.34, 1195.09]
[348.15, 1103.4]
[391.88, 1177.44]
[376.15, 1237.67]
[356.97, 1269.51]
[293.67, 1190.1]
[281.01, 1205.83]
[213.11, 1218.1]
[244.57, 1231.92]
[229.22, 1272.2]
[241.11, 1309.03]
[283.93, 1339.59]
[336.78, 1355.9]
[480.95, 1409.03]
[434.95, 1513.22]
[293.82, 1443.24]
[298.93, 1401.17]
[311.51, 1455.03]
[268.26, 1431.84]
[272.59, 1403.14]
[252.54, 1468.79]
[219.91, 1453.85]
[239.96, 1417.68]
[316.46, 1111.08]
[271.8, 1305.57]
[239.2, 1191.25]
[294.06, 1244.19]
[306.33, 1216.57]
[438.7, 1109.4]
[438.7, 1076.93]
[241.91, 1016.98]
[259.02, 984.53]
[203.05, 942.11]
[246.95, 928.85]
[242.39, 894.07]
[258.96, 824.08]
[301.76, 816.62]
[343.84, 866.0]
[333.32, 810.78]
[333.03, 841.17]
[455.76, 802.01]
[405.5, 777.17]
[444.07, 772.21]
[364.11, 733.6]
[196.41, 749.47]
[254.43, 739.37]
[295.99, 779.78]
[334.63, 565.1]
[350.6, 609.81]
[192.92, 622.99]
[207.69, 587.06]
[241.62, 592.25]
[281.94, 616.6]
[287.32, 523.22]
[250.4, 427.81]
[230.29, 386.4]
[94.74, 323.93]
[304.45, 159.67]
[255.76, 151.88]
[147.8, 208.36]
[94.57, 209.64]
[86.87, 174.37]
[49.03, 24.93]
[79.17, 15.95]
[215.01, 155.54]
[239.25, 129.47]
[188.02, 738.0]
[215.53, 707.78]
[248.0, 711.84]
[287.69, 714.55]
[385.11, 765.51]
[306.64, 954.4]
[310.21, 968.69]
[315.37, 980.2]
[11.58, 347.69]
[311.53, 1045.45]
[477.61, 1371.92]
[487.76, 1352.5]
[155.2, 80.25]
[218.31, 254.42]
[185.58, 332.9]
[5.5, 321.9]
[287.0, 359.33]
[157.56, 437.33]
[144.7, 403.47]
[251.55, 616.47]
[415.14, 814.09]
[297.42, 1129.07]
[360.83, 1131.01]
[394.23, 1144.07]
[407.49, 1165.16]
[263.24, 1177.34]
[245.0, 1203.27]
[283.09, 1168.83]
[345.82, 1325.9]
[110.5, 493.89]
[255.2, 507.9]
[379.96, 611.5]
[385.95, 637.04]
[117.13, 266.36]
[250.76, 1436.29]
