[515.57, 162.11]
[573.76, 234.85]
[524.13, 284.48]
[495.03, 204.9]
[477.06, 235.7]
[495.03, 303.31]
[549.8, 364.07]
[416.71, 88.38]
[474.1, 350.15]
[443.74, 415.67]
[502.87, 438.04]
[517.78, 502.49]
[626.96, 472.81]
[615.63, 527.81]
[706.22, 470.11]
[702.45, 533.74]
[488.99, 555.37]
[476.62, 611.07]
[485.9, 665.22]
[440.26, 638.92]
[392.3, 540.68]
[304.11, 444.75]
[303.33, 512.05]
[191.16, 485.75]
[137.01, 432.37]
[116.12, 496.58]
[150.93, 596.37]
[181.34, 631.47]
[122.6, 653.4]
[103.02, 709.78]
[189.46, 837.42]
[179.83, 798.35]
[146.43, 896.31]
[179.27, 913.3]
[205.32, 880.45]
[328.19, 878.19]
[347.45, 763.24]
[419.93, 700.95]
[436.91, 736.63]
[459.56, 781.93]
[454.47, 816.47]
[464.66, 751.91]
[318.38, 925.27]
[295.86, 1001.84]
[202.51, 1029.27]
[255.95, 1091.54]
[346.47, 1136.22]
[406.82, 1081.1]
[404.5, 1148.99]
[493.86, 1044.54]
[472.39, 991.73]
[454.4, 904.69]
[472.97, 856.53]
[533.9, 919.2]
[529.26, 828.68]
[581.48, 839.12]
[583.8, 920.36]
[590.77, 991.15]
[637.77, 944.73]
[613.98, 886.7]
[607.02, 840.86]
[646.48, 826.58]
[655.29, 743.75]
[688.19, 712.03]
[688.78, 773.71]
[683.49, 849.48]
[708.16, 739.05]
[766.32, 738.46]
[710.51, 653.87]
[591.26, 647.41]
[603.6, 702.04]
[652.41, 555.23]
[247.08, 703.54]
[257.92, 650.56]
[355.44, 688.49]
[294.04, 675.24]
[221.17, 585.38]
[231.2, 888.51]
[312.06, 1024.24]
[504.31, 942.37]
[511.04, 973.98]
[272.68, 854.28]
[342.45, 449.04]
[363.94, 414.33]
[400.5, 304.04]
[329.22, 308.49]
[482.84, 1097.93]
[238.16, 817.03]
[212.11, 754.18]
[420.14, 584.0]
[454.39, 492.9]
[222.0, 990.36]
[585.33, 790.04]
[561.95, 798.87]
[279.64, 559.64]
[314.67, 732.54]
[384.83, 872.33]
[392.82, 823.89]
[403.46, 772.26]
