[196.32, 92.28]
[184.98, 146.43]
[126.67, 107.29]
[131.47, 146.43]
[161.82, 190.35]
[325.99, 277.52]
[325.42, 334.57]
[292.34, 297.49]
[242.14, 332.28]
[202.2, 288.93]
[133.75, 460.07]
[70.43, 362.52]
[97.24, 411.01]
[36.2, 359.1]
[23.08, 415.57]
[208.16, 468.44]
[167.41, 511.61]
[276.55, 423.33]
[278.49, 484.45]
[426.55, 384.86]
[489.57, 540.69]
[387.59, 554.44]
[347.49, 504.03]
[326.86, 430.69]
[300.51, 532.67]
[248.95, 539.55]
[232.91, 625.48]
[321.67, 659.69]
[416.96, 674.31]
[303.55, 701.2]
[259.12, 677.81]
[203.0, 617.6]
[128.76, 696.52]
[166.17, 653.26]
[224.05, 693.01]
[172.6, 749.72]
[131.16, 753.62]
[107.49, 806.88]
[96.84, 854.23]
[89.15, 778.48]
[111.63, 735.28]
[93.29, 690.3]
[69.03, 750.66]
[48.31, 713.97]
[32.34, 790.9]
[297.34, 827.57]
[195.89, 865.61]
[137.42, 950.86]
[112.76, 893.09]
[140.24, 842.36]
[92.33, 950.15]
[67.67, 889.56]
[163.49, 983.97]
[201.53, 949.45]
[239.57, 989.6]
[272.69, 1042.44]
[258.6, 963.54]
[213.91, 1029.12]
[187.42, 1049.49]
[211.36, 1107.57]
[146.66, 1079.55]
[231.74, 1057.64]
[229.85, 1160.45]
[233.98, 1250.7]
[283.49, 1133.12]
[329.38, 1195.0]
[372.18, 1127.45]
[380.95, 1202.22]
[353.1, 1059.9]
[407.66, 979.46]
[320.48, 908.47]
[398.96, 805.32]
[446.89, 808.32]
[500.06, 788.1]
[536.01, 773.12]
[548.0, 737.92]
[268.23, 866.9]
[219.82, 734.74]
[430.16, 505.5]
[451.72, 515.89]
[442.94, 573.39]
[223.25, 501.98]
[296.11, 953.36]
[310.72, 1013.76]
[429.82, 729.02]
[278.27, 633.53]
[394.68, 610.82]
[463.37, 726.68]
[389.97, 745.41]
[395.96, 857.0]
[406.09, 1016.53]
[369.61, 1081.04]
[289.67, 1248.12]
[323.71, 1139.31]
[246.36, 1210.48]
[200.46, 1153.75]
[221.96, 914.22]
[159.96, 885.34]
[76.13, 663.67]
[447.17, 462.78]
[148.01, 386.48]
[404.37, 461.35]
[317.04, 568.66]
[374.99, 919.84]
