[41.36, 93.8]
[35.53, 154.39]
[27.38, 223.14]
[68.16, 134.58]
[64.66, 191.68]
[93.48, 170.16]
[98.24, 231.39]
[119.64, 92.28]
[136.28, 153.51]
[137.47, 218.9]
[133.9, 66.13]
[166.01, 118.44]
[177.89, 161.24]
[163.03, 248.03]
[201.08, 235.55]
[205.24, 183.24]
[228.42, 235.55]
[253.99, 208.8]
[325.32, 278.95]
[281.33, 149.35]
[322.35, 239.71]
[293.22, 206.42]
[363.37, 224.25]
[368.12, 281.32]
[426.38, 231.39]
[442.43, 283.7]
[437.08, 337.2]
[206.85, 312.89]
[229.2, 343.41]
[158.27, 308.59]
[142.37, 354.59]
[218.3, 430.56]
[227.01, 475.81]
[225.27, 526.29]
[233.1, 569.8]
[227.88, 392.27]
[254.86, 422.73]
[267.91, 451.01]
[297.06, 459.71]
[321.43, 489.74]
[416.73, 462.32]
[388.44, 495.83]
[400.19, 536.73]
[376.26, 537.17]
[352.76, 538.47]
[341.52, 573.62]
[336.34, 629.49]
[310.44, 555.12]
[259.09, 523.85]
[184.21, 533.54]
[479.34, 546.75]
[469.65, 491.69]
[501.61, 632.54]
[459.66, 672.24]
[470.15, 719.81]
[491.88, 764.76]
[419.58, 634.41]
[434.57, 665.87]
[409.47, 673.74]
[437.94, 704.08]
[384.75, 706.7]
[387.0, 750.9]
[346.54, 659.88]
[305.52, 663.0]
[301.27, 622.66]
[316.14, 712.9]
[267.83, 664.59]
[259.87, 715.03]
[284.29, 804.21]
[292.25, 835.0]
[295.97, 862.6]
[312.8, 802.93]
[348.46, 820.08]
[375.54, 843.1]
[327.26, 903.34]
[325.72, 940.57]
[311.52, 973.2]
[343.38, 988.55]
[459.17, 811.78]
[404.34, 789.26]
[381.16, 796.44]
[522.85, 795.74]
[527.26, 872.84]
[532.21, 911.39]
[549.84, 940.03]
[510.19, 931.77]
[486.51, 886.06]
[470.84, 902.06]
[481.99, 945.73]
[477.34, 988.47]
[434.6, 958.74]
[429.96, 906.71]
[349.19, 945.87]
[594.46, 1059.08]
[618.27, 1094.06]
[568.23, 1065.4]
[584.75, 1105.72]
[554.14, 1094.06]
[532.28, 1066.85]
[529.85, 1129.52]
[486.13, 1117.38]
[430.75, 1062.97]
[384.12, 1042.08]
[384.6, 1079.49]
[372.46, 1106.69]
[351.08, 1132.92]
[311.73, 1108.15]
[443.38, 1135.47]
[431.82, 1177.11]
[567.72, 1182.89]
[643.48, 1200.24]
[630.76, 1184.05]
[621.51, 1155.71]
[558.83, 1260.64]
[537.68, 1253.26]
[529.32, 1232.6]
[506.7, 1269.98]
[496.86, 1310.3]
[465.39, 1316.7]
[486.54, 1242.44]
[457.03, 1211.46]
[459.0, 1252.77]
[448.67, 1298.99]
[425.07, 1245.39]
[392.61, 1244.41]
[398.51, 1278.34]
[401.46, 1314.24]
[554.01, 1331.64]
[539.57, 1305.76]
[587.36, 1342.6]
[623.7, 1349.56]
[627.68, 1391.88]
[500.24, 1342.6]
[484.81, 1382.42]
[448.96, 1367.98]
[512.69, 1422.25]
[523.14, 1459.09]
[460.91, 1427.23]
[444.48, 1460.08]
[545.54, 1415.28]
[560.48, 1439.67]
[592.34, 1467.55]
[559.48, 1391.88]
[571.93, 1417.77]
[622.7, 1429.71]
[614.24, 1452.61]
[678.46, 1475.02]
[699.37, 1499.41]
[490.28, 1471.53]
[538.83, 1517.57]
[545.95, 1569.72]
[515.13, 1538.31]
[489.64, 1533.57]
[492.61, 1573.28]
[466.53, 1463.64]
[462.38, 1504.53]
[337.33, 1490.9]
[348.0, 1521.12]
[403.05, 1560.86]
[415.65, 1582.45]
[380.85, 1595.05]
[361.66, 1624.45]
[391.05, 1638.85]
[384.02, 1652.82]
[364.31, 1672.1]
[426.88, 1723.1]
[410.59, 1753.1]
[451.3, 1714.53]
[460.97, 1738.1]
[483.53, 1761.09]
[532.11, 1632.25]
[610.2, 1742.0]
[608.46, 1782.78]
[639.26, 1736.36]
[643.6, 1698.19]
[654.01, 1658.28]
[686.55, 1673.9]
[690.45, 1713.37]
[689.59, 1747.21]
[696.96, 1644.4]
[711.28, 1673.03]
[663.12, 1601.45]
[635.79, 1640.93]
[627.55, 1600.15]
[611.07, 1634.42]
[605.86, 1595.81]
[646.95, 1585.13]
[624.99, 1567.25]
[392.74, 880.57]
[460.87, 1092.02]
[479.65, 1279.81]
[282.93, 340.5]
[171.22, 377.47]
[165.72, 403.43]
[246.74, 486.03]
[399.24, 595.72]
[399.24, 630.5]
[387.48, 1349.49]
[361.56, 1015.52]
[654.21, 1632.18]
[690.73, 694.41]
[692.61, 744.97]
[95.64, 120.9]
[111.38, 192.37]
[276.32, 240.8]
[229.48, 299.9]
[235.62, 373.5]
[380.03, 201.21]
[398.99, 260.31]
[273.38, 477.75]
[300.26, 499.92]
[411.06, 749.82]
[363.63, 740.45]
[470.39, 785.62]
[495.8, 812.3]
[395.23, 918.94]
[398.23, 954.08]
[399.99, 1104.94]
[578.14, 1024.04]
[410.64, 1604.0]
[430.32, 804.17]
[439.63, 823.27]
[516.15, 1083.87]
[583.02, 1162.2]
[428.1, 971.26]
[411.33, 1032.31]
[664.75, 1562.99]
[511.29, 1033.75]
[597.14, 1687.22]
[385.52, 1218.07]
[376.67, 1251.92]
[202.66, 498.71]
[167.54, 186.94]
