[523.93, 143.51]
[261.47, 150.09]
[342.23, 199.91]
[282.6, 209.72]
[232.03, 155.37]
[87.1, 134.24]
[88.61, 204.43]
[122.58, 264.06]
[164.85, 200.66]
[198.06, 159.15]
[331.79, 266.41]
[395.97, 327.39]
[322.01, 332.63]
[329.1, 389.93]
[332.92, 454.88]
[311.09, 375.2]
[302.36, 334.81]
[335.09, 354.24]
[316.54, 289.52]
[269.09, 325.1]
[298.85, 413.59]
[227.01, 426.05]
[187.06, 304.2]
[179.07, 368.79]
[174.41, 423.39]
[186.4, 455.35]
[215.19, 478.37]
[227.47, 550.7]
[510.0, 578.54]
[533.68, 629.85]
[474.48, 550.41]
[416.26, 544.49]
[363.96, 546.96]
[370.37, 664.39]
[308.7, 579.03]
[282.06, 577.06]
[282.06, 669.32]
[230.25, 645.64]
[217.92, 724.58]
[586.62, 705.07]
[535.46, 675.93]
[479.4, 700.99]
[514.22, 751.53]
[563.49, 793.58]
[516.77, 680.18]
[422.48, 709.91]
[399.97, 777.01]
[451.48, 766.37]
[466.96, 842.04]
[324.22, 742.73]
[352.17, 831.73]
[351.31, 762.08]
[290.68, 787.01]
[285.53, 735.85]
[250.85, 619.57]
[255.11, 712.19]
[261.66, 524.21]
[223.49, 773.08]
[256.58, 822.41]
[270.94, 879.23]
[189.98, 888.81]
[184.78, 968.94]
[144.19, 931.48]
[121.29, 769.13]
[134.82, 682.75]
[80.71, 808.67]
[109.85, 732.7]
[65.1, 717.09]
[101.52, 624.47]
[39.08, 597.41]
[402.25, 856.36]
[275.83, 921.82]
[395.48, 949.67]
[377.42, 886.46]
[327.75, 939.88]
[360.86, 935.37]
[552.0, 837.54]
[588.12, 862.38]
[557.26, 907.53]
[519.64, 816.47]
[477.5, 942.89]
[460.19, 891.72]
[238.69, 692.34]
[316.92, 1085.4]
[357.73, 1025.8]
[402.42, 1080.86]
[487.93, 1116.49]
[487.93, 1177.38]
[531.33, 1083.46]
[491.16, 1007.02]
[550.76, 1017.38]
[513.84, 956.49]
[627.84, 1024.51]
[593.51, 1094.47]
[576.85, 999.43]
[458.97, 1002.03]
[391.52, 998.28]
[589.3, 1045.73]
[434.63, 1022.5]
[429.99, 1077.59]
[515.24, 858.14]
[321.09, 673.21]
[335.91, 600.52]
[302.93, 1145.54]
[176.47, 654.52]
[227.01, 342.16]
[265.18, 437.78]
[540.23, 519.16]
[554.92, 582.55]
[534.18, 1119.86]
[332.24, 711.59]
[222.16, 812.69]
