[446.48, 139.52]
[486.39, 230.38]
[471.1, 490.22]
[450.72, 431.63]
[427.8, 351.81]
[370.91, 348.41]
[419.31, 283.88]
[407.74, 719.21]
[335.53, 473.71]
[468.64, 391.29]
[275.24, 521.45]
[240.24, 574.25]
[296.73, 581.62]
[460.05, 561.36]
[572.41, 598.81]
[548.37, 785.1]
[518.33, 743.67]
[348.44, 665.97]
[297.68, 668.05]
[132.97, 831.72]
[115.36, 804.79]
[130.9, 762.31]
[175.44, 697.05]
[241.48, 865.74]
[209.39, 948.8]
[309.43, 868.89]
[297.48, 818.55]
[250.29, 901.61]
[125.7, 1026.19]
[150.24, 958.86]
[108.71, 950.69]
[84.81, 990.95]
[53.35, 1021.78]
[398.15, 777.65]
[216.5, 681.79]
[394.84, 666.51]
[401.21, 602.81]
[430.59, 841.46]
[420.17, 925.9]
[366.17, 1077.78]
[369.28, 1146.94]
[332.76, 1010.96]
[282.25, 1033.49]
[299.35, 927.81]
[161.03, 1070.79]
[331.98, 720.34]
[314.11, 772.4]
[165.69, 1125.18]
[131.5, 1137.61]
[246.51, 1118.97]
[191.53, 1261.71]
[184.71, 1313.48]
[246.91, 1319.9]
[237.68, 1264.92]
[147.12, 1214.97]
[180.53, 760.26]
[205.32, 1142.28]
[322.66, 1087.88]
[356.85, 1030.38]
[371.61, 974.43]
[394.93, 1021.06]
[442.1, 895.19]
[407.56, 861.2]
[344.67, 809.11]
[363.54, 870.15]
[90.5, 876.27]
[224.13, 765.42]
[201.34, 840.01]
[261.42, 767.49]
[153.69, 879.37]
[165.08, 802.71]
[466.54, 825.51]
[494.51, 761.28]
[543.19, 683.58]
[567.02, 740.56]
[440.23, 647.0]
[520.86, 496.57]
[536.5, 585.63]
[523.75, 345.02]
[504.22, 417.19]
[501.67, 296.62]
[265.78, 1177.85]
