[528.0, 116.2]
[490.6, 176.31]
[410.46, 235.08]
[460.68, 134.3]
[447.53, 162.05]
[394.96, 194.66]
[347.75, 224.36]
[560.79, 227.05]
[592.33, 307.86]
[561.29, 263.52]
[534.68, 281.75]
[553.4, 333.49]
[589.37, 388.18]
[513.49, 359.11]
[562.27, 414.3]
[625.84, 451.26]
[492.79, 402.47]
[537.14, 494.13]
[457.81, 408.39]
[474.56, 499.05]
[433.66, 500.53]
[383.61, 388.15]
[337.52, 321.81]
[385.7, 275.72]
[311.68, 295.27]
[240.45, 282.0]
[275.37, 339.27]
[257.91, 380.47]
[280.95, 405.61]
[352.88, 360.92]
[338.22, 478.24]
[294.92, 476.84]
[253.72, 511.06]
[238.35, 468.46]
[178.99, 413.99]
[114.05, 525.03]
[70.75, 555.06]
[226.48, 555.06]
[395.48, 488.71]
[543.53, 460.08]
[582.57, 591.47]
[547.66, 586.48]
[507.94, 554.04]
[484.18, 619.79]
[498.6, 590.1]
[283.83, 550.55]
[224.07, 609.47]
[272.89, 647.34]
[314.97, 643.97]
[284.67, 702.88]
[286.35, 593.48]
[111.3, 662.49]
[84.37, 723.08]
[70.9, 680.16]
[142.44, 684.37]
[75.95, 617.88]
[100.36, 592.63]
[139.19, 605.98]
[174.66, 720.8]
[125.37, 753.86]
[80.28, 777.31]
[43.01, 747.25]
[573.02, 776.8]
[537.73, 808.45]
[520.08, 843.74]
[489.65, 762.2]
[458.61, 708.04]
[442.79, 770.11]
[456.18, 837.05]
[440.36, 871.74]
[436.71, 917.99]
[417.23, 994.66]
[487.22, 942.33]
[493.91, 874.78]
[353.74, 620.04]
[269.35, 608.95]
[223.76, 770.35]
[172.63, 772.82]
[183.72, 819.02]
[223.14, 819.63]
[185.57, 870.77]
[230.54, 860.29]
[195.42, 912.66]
[174.23, 943.4]
[144.92, 973.34]
[290.85, 883.54]
[255.93, 944.65]
[331.39, 882.91]
[380.65, 937.17]
[376.29, 823.67]
[251.38, 997.48]
[202.83, 981.45]
[186.35, 1020.2]
[165.41, 1043.36]
[224.21, 997.93]
[294.31, 1041.29]
[280.33, 1094.05]
[266.81, 1037.68]
[254.63, 1087.28]
[575.29, 1014.58]
[578.33, 1076.2]
[545.62, 1014.58]
[509.1, 1076.97]
[314.76, 728.04]
[491.04, 458.36]
[169.5, 648.79]
[146.14, 852.28]
[388.37, 736.83]
[364.31, 790.1]
[333.96, 834.77]
[320.21, 767.76]
[333.81, 523.06]
[306.48, 582.34]
[377.72, 853.47]
[235.41, 1029.53]
[510.95, 302.39]
